PID,core_times,x,y,duration
106,1682440113173,556.0,373.0,8.0
106,1682440113181,560.0,378.0,8.0
106,1682440113189,562.0,378.0,9.0
106,1682440113198,560.0,372.0,7.0
106,1682440113205,566.0,384.0,8.0
106,1682440113213,565.0,383.0,8.0
106,1682440113221,565.0,376.0,11.0
106,1682440113232,559.0,381.0,8.0
106,1682440113240,563.0,386.0,8.0
106,1682440113248,561.0,386.0,8.0
106,1682440113256,562.0,387.0,9.0
106,1682440113265,564.0,387.0,8.0
106,1682440113273,561.0,389.0,8.0
106,1682440113281,566.0,385.0,7.0
106,1682440113288,567.0,386.0,8.0
106,1682440113296,569.0,392.0,11.0
106,1682440113307,568.0,377.0,7.0
106,1682440113314,594.0,388.0,9.0
106,1682440113323,598.0,380.0,8.0
106,1682440113331,588.0,381.0,9.0
106,1682440113340,586.0,379.0,8.0
106,1682440113348,591.0,382.0,8.0
106,1682440113356,590.0,379.0,9.0
106,1682440113365,594.0,379.0,8.0
106,1682440113373,592.0,382.0,8.0
106,1682440113381,591.0,380.0,8.0
106,1682440113389,596.0,378.0,9.0
106,1682440113398,593.0,394.0,8.0
106,1682440113406,600.0,407.0,7.0
106,1682440113413,,,7.0
106,1682440113420,,,8.0
106,1682440113428,,,11.0
106,1682440113439,,,8.0
106,1682440113447,,,8.0
106,1682440113455,,,8.0
106,1682440113463,,,9.0
106,1682440113472,,,7.0
106,1682440113479,,,9.0
106,1682440113488,,,7.0
106,1682440113495,,,11.0
106,1682440113506,,,9.0
106,1682440113515,549.0,671.0,8.0
106,1682440113523,627.0,505.0,9.0
106,1682440113532,616.0,428.0,8.0
106,1682440113540,608.0,381.0,8.0
106,1682440113548,609.0,386.0,8.0
106,1682440113556,605.0,393.0,9.0
106,1682440113565,607.0,404.0,8.0
106,1682440113573,607.0,395.0,8.0
106,1682440113581,610.0,399.0,8.0
106,1682440113589,610.0,390.0,9.0
106,1682440113598,608.0,386.0,8.0
106,1682440113606,610.0,383.0,8.0
106,1682440113614,603.0,382.0,7.0
106,1682440113621,602.0,381.0,9.0
106,1682440113630,607.0,385.0,10.0
106,1682440113640,604.0,382.0,8.0
106,1682440113648,605.0,387.0,8.0
106,1682440113656,608.0,384.0,9.0
106,1682440113665,608.0,388.0,8.0
106,1682440113673,606.0,383.0,8.0
106,1682440113681,608.0,386.0,7.0
106,1682440113688,607.0,386.0,8.0
106,1682440113696,606.0,388.0,9.0
106,1682440113705,604.0,389.0,10.0
106,1682440113715,605.0,396.0,8.0
106,1682440113723,609.0,403.0,9.0
106,1682440113732,598.0,401.0,8.0
106,1682440113740,601.0,395.0,8.0
106,1682440113748,609.0,397.0,8.0
106,1682440113756,610.0,397.0,9.0
106,1682440113765,609.0,397.0,8.0
106,1682440113773,601.0,393.0,8.0
106,1682440113781,602.0,399.0,9.0
106,1682440113790,603.0,397.0,8.0
106,1682440113798,606.0,393.0,8.0
106,1682440113806,600.0,391.0,8.0
106,1682440113814,596.0,394.0,8.0
106,1682440113822,597.0,396.0,8.0
106,1682440113830,597.0,391.0,10.0
106,1682440113840,604.0,397.0,8.0
106,1682440113848,600.0,392.0,8.0
106,1682440113856,602.0,390.0,9.0
106,1682440113865,601.0,390.0,8.0
106,1682440113873,602.0,386.0,9.0
106,1682440113882,604.0,384.0,7.0
106,1682440113889,602.0,385.0,8.0
106,1682440113897,601.0,384.0,8.0
106,1682440113905,603.0,388.0,8.0
106,1682440113913,599.0,385.0,10.0
106,1682440113923,600.0,386.0,9.0
106,1682440113932,600.0,382.0,8.0
106,1682440113940,600.0,383.0,8.0
106,1682440113948,599.0,384.0,9.0
106,1682440113957,601.0,389.0,8.0
106,1682440113965,603.0,385.0,8.0
106,1682440113973,598.0,381.0,9.0
106,1682440113982,602.0,385.0,8.0
106,1682440113990,600.0,388.0,8.0
106,1682440113998,604.0,386.0,8.0
106,1682440114006,603.0,390.0,9.0
106,1682440114015,600.0,386.0,7.0
106,1682440114022,602.0,386.0,8.0
106,1682440114030,598.0,387.0,10.0
106,1682440114040,601.0,386.0,8.0
106,1682440114048,602.0,390.0,9.0
106,1682440114057,602.0,390.0,8.0
106,1682440114065,602.0,393.0,8.0
106,1682440114073,603.0,388.0,9.0
106,1682440114082,603.0,389.0,8.0
106,1682440114090,597.0,384.0,8.0
106,1682440114098,599.0,386.0,7.0
106,1682440114105,598.0,381.0,8.0
106,1682440114113,598.0,388.0,10.0
106,1682440114123,601.0,392.0,9.0
106,1682440114132,599.0,389.0,8.0
106,1682440114140,604.0,392.0,8.0
106,1682440114148,602.0,386.0,9.0
106,1682440114157,602.0,385.0,8.0
106,1682440114165,601.0,380.0,8.0
106,1682440114173,600.0,385.0,9.0
106,1682440114182,604.0,386.0,8.0
106,1682440114190,600.0,392.0,8.0
106,1682440114198,603.0,388.0,8.0
106,1682440114206,606.0,389.0,8.0
106,1682440114214,609.0,389.0,8.0
106,1682440114222,607.0,389.0,8.0
106,1682440114230,610.0,389.0,10.0
106,1682440114240,601.0,379.0,8.0
106,1682440114248,611.0,388.0,9.0
106,1682440114257,604.0,388.0,8.0
106,1682440114265,602.0,380.0,8.0
106,1682440114273,604.0,388.0,9.0
106,1682440114282,604.0,382.0,8.0
106,1682440114290,604.0,385.0,8.0
106,1682440114298,604.0,383.0,7.0
106,1682440114305,601.0,378.0,8.0
106,1682440114313,603.0,378.0,8.0
106,1682440114321,603.0,384.0,11.0
106,1682440114332,603.0,378.0,8.0
106,1682440114340,606.0,376.0,8.0
106,1682440114348,603.0,378.0,9.0
106,1682440114357,605.0,384.0,8.0
106,1682440114365,605.0,380.0,8.0
106,1682440114373,603.0,380.0,9.0
106,1682440114382,607.0,380.0,8.0
106,1682440114390,607.0,380.0,8.0
106,1682440114398,607.0,380.0,9.0
106,1682440114407,605.0,377.0,7.0
106,1682440114414,610.0,380.0,8.0
106,1682440114422,609.0,383.0,8.0
106,1682440114430,610.0,381.0,8.0
106,1682440114438,609.0,383.0,11.0
106,1682440114449,605.0,380.0,8.0
106,1682440114457,608.0,379.0,8.0
106,1682440114465,604.0,381.0,8.0
106,1682440114473,580.0,385.0,9.0
106,1682440114482,548.0,374.0,8.0
106,1682440114490,555.0,378.0,8.0
106,1682440114498,565.0,380.0,8.0
106,1682440114506,561.0,380.0,8.0
106,1682440114514,561.0,381.0,8.0
106,1682440114522,562.0,378.0,10.0
106,1682440114532,562.0,378.0,8.0
106,1682440114540,561.0,380.0,9.0
106,1682440114549,560.0,381.0,8.0
106,1682440114557,560.0,379.0,8.0
106,1682440114565,568.0,381.0,8.0
106,1682440114573,568.0,380.0,9.0
106,1682440114582,564.0,383.0,8.0
106,1682440114590,556.0,384.0,8.0
106,1682440114598,558.0,389.0,9.0
106,1682440114607,558.0,394.0,8.0
106,1682440114615,555.0,388.0,8.0
106,1682440114623,559.0,390.0,7.0
106,1682440114630,562.0,394.0,8.0
106,1682440114638,562.0,392.0,11.0
106,1682440114649,567.0,394.0,8.0
106,1682440114657,565.0,392.0,8.0
106,1682440114665,565.0,392.0,8.0
106,1682440114673,565.0,392.0,9.0
106,1682440114682,564.0,389.0,8.0
106,1682440114690,564.0,392.0,8.0
106,1682440114698,566.0,387.0,8.0
106,1682440114706,563.0,390.0,8.0
106,1682440114714,564.0,390.0,8.0
106,1682440114722,560.0,389.0,10.0
106,1682440114732,559.0,394.0,8.0
106,1682440114740,562.0,397.0,8.0
106,1682440114748,568.0,392.0,9.0
106,1682440114757,602.0,396.0,8.0
106,1682440114765,601.0,398.0,9.0
106,1682440114774,595.0,398.0,8.0
106,1682440114782,597.0,392.0,8.0
106,1682440114790,592.0,395.0,9.0
106,1682440114799,593.0,390.0,8.0
106,1682440114807,587.0,388.0,8.0
106,1682440114815,583.0,389.0,8.0
106,1682440114823,584.0,385.0,7.0
106,1682440114830,584.0,389.0,8.0
106,1682440114838,586.0,390.0,9.0
106,1682440114847,582.0,382.0,10.0
106,1682440114857,580.0,390.0,8.0
106,1682440114865,582.0,396.0,9.0
106,1682440114874,588.0,391.0,8.0
106,1682440114882,591.0,396.0,8.0
106,1682440114890,590.0,395.0,8.0
106,1682440114898,590.0,400.0,8.0
106,1682440114906,592.0,402.0,8.0
106,1682440114914,592.0,397.0,8.0
106,1682440114922,594.0,396.0,10.0
106,1682440114932,591.0,397.0,8.0
106,1682440114940,589.0,396.0,9.0
106,1682440114949,586.0,390.0,8.0
106,1682440114957,588.0,389.0,7.0
106,1682440114964,590.0,396.0,9.0
106,1682440114973,593.0,397.0,8.0
106,1682440114981,582.0,392.0,8.0
106,1682440114989,549.0,387.0,9.0
106,1682440114998,558.0,393.0,8.0
106,1682440115006,561.0,395.0,8.0
106,1682440115014,570.0,399.0,9.0
106,1682440115023,565.0,399.0,7.0
106,1682440115030,567.0,403.0,8.0
106,1682440115038,571.0,398.0,8.0
106,1682440115046,574.0,399.0,10.0
106,1682440115056,570.0,397.0,8.0
106,1682440115064,570.0,394.0,9.0
106,1682440115073,565.0,390.0,8.0
106,1682440115081,566.0,389.0,8.0
106,1682440115089,563.0,390.0,9.0
106,1682440115098,559.0,389.0,8.0
106,1682440115106,550.0,381.0,7.0
106,1682440115113,547.0,388.0,8.0
106,1682440115121,551.0,388.0,10.0
106,1682440115131,556.0,383.0,8.0
106,1682440115139,557.0,389.0,9.0
106,1682440115148,561.0,386.0,8.0
106,1682440115156,565.0,383.0,8.0
106,1682440115164,565.0,384.0,9.0
106,1682440115173,565.0,382.0,8.0
106,1682440115181,568.0,380.0,8.0
106,1682440115189,561.0,385.0,9.0
106,1682440115198,554.0,382.0,8.0
106,1682440115206,546.0,376.0,8.0
106,1682440115214,553.0,382.0,9.0
106,1682440115223,554.0,379.0,8.0
106,1682440115231,558.0,380.0,7.0
106,1682440115238,554.0,376.0,8.0
106,1682440115246,559.0,378.0,10.0
106,1682440115256,557.0,375.0,8.0
106,1682440115264,559.0,377.0,9.0
106,1682440115273,561.0,377.0,8.0
106,1682440115281,557.0,377.0,8.0
106,1682440115289,558.0,383.0,9.0
106,1682440115298,553.0,381.0,7.0
106,1682440115305,552.0,389.0,8.0
106,1682440115313,553.0,406.0,7.0
106,1682440115320,,,8.0
106,1682440115328,,,10.0
106,1682440115338,,,8.0
106,1682440115346,,,9.0
106,1682440115355,,,8.0
106,1682440115363,,,8.0
106,1682440115371,,,9.0
106,1682440115380,,,8.0
106,1682440115388,,,8.0
106,1682440115396,,,9.0
106,1682440115405,,,8.0
106,1682440115413,,,8.0
106,1682440115421,,,9.0
106,1682440115430,,,7.0
106,1682440115437,,,9.0
106,1682440115446,643.0,717.0,10.0
106,1682440115456,629.0,603.0,9.0
106,1682440115465,604.0,486.0,8.0
106,1682440115473,591.0,407.0,8.0
106,1682440115481,589.0,382.0,8.0
106,1682440115489,589.0,380.0,9.0
106,1682440115498,588.0,381.0,8.0
106,1682440115506,584.0,388.0,8.0
106,1682440115514,590.0,387.0,7.0
106,1682440115521,588.0,388.0,8.0
106,1682440115529,591.0,392.0,10.0
106,1682440115539,592.0,396.0,9.0
106,1682440115548,589.0,395.0,8.0
106,1682440115556,587.0,394.0,8.0
106,1682440115564,594.0,392.0,9.0
106,1682440115573,602.0,382.0,8.0
106,1682440115581,596.0,380.0,9.0
106,1682440115590,592.0,373.0,8.0
106,1682440115598,597.0,376.0,8.0
106,1682440115606,599.0,373.0,8.0
106,1682440115614,601.0,378.0,8.0
106,1682440115622,591.0,375.0,9.0
106,1682440115631,595.0,378.0,7.0
106,1682440115638,593.0,381.0,8.0
106,1682440115646,596.0,385.0,8.0
106,1682440115654,595.0,400.0,11.0
106,1682440115665,599.0,398.0,8.0
106,1682440115673,618.0,398.0,8.0
106,1682440115681,616.0,390.0,9.0
106,1682440115690,621.0,378.0,8.0
106,1682440115698,618.0,370.0,8.0
106,1682440115706,623.0,380.0,8.0
106,1682440115714,622.0,412.0,7.0
106,1682440115721,620.0,397.0,8.0
106,1682440115729,619.0,401.0,11.0
106,1682440115740,621.0,404.0,7.0
106,1682440115747,618.0,390.0,9.0
106,1682440115756,607.0,378.0,8.0
106,1682440115764,612.0,380.0,9.0
106,1682440115773,617.0,389.0,8.0
106,1682440115781,613.0,396.0,8.0
106,1682440115789,615.0,396.0,9.0
106,1682440115798,621.0,401.0,8.0
106,1682440115806,615.0,393.0,9.0
106,1682440115815,615.0,390.0,7.0
106,1682440115822,617.0,388.0,9.0
106,1682440115831,614.0,388.0,8.0
106,1682440115839,614.0,387.0,7.0
106,1682440115846,612.0,390.0,8.0
106,1682440115854,615.0,392.0,11.0
106,1682440115865,617.0,396.0,8.0
106,1682440115873,631.0,396.0,8.0
106,1682440115881,690.0,413.0,9.0
106,1682440115890,683.0,410.0,8.0
106,1682440115898,673.0,405.0,8.0
106,1682440115906,678.0,402.0,8.0
106,1682440115914,677.0,404.0,7.0
106,1682440115921,675.0,402.0,8.0
106,1682440115929,673.0,406.0,11.0
106,1682440115940,675.0,403.0,7.0
106,1682440115947,678.0,409.0,9.0
106,1682440115956,675.0,413.0,9.0
106,1682440115965,673.0,413.0,8.0
106,1682440115973,675.0,411.0,8.0
106,1682440115981,670.0,410.0,9.0
106,1682440115990,673.0,401.0,8.0
106,1682440115998,680.0,403.0,8.0
106,1682440116006,686.0,405.0,9.0
106,1682440116015,684.0,408.0,8.0
106,1682440116023,685.0,402.0,8.0
106,1682440116031,684.0,401.0,8.0
106,1682440116039,683.0,404.0,7.0
106,1682440116046,684.0,408.0,8.0
106,1682440116054,681.0,406.0,11.0
106,1682440116065,684.0,414.0,8.0
106,1682440116073,676.0,407.0,8.0
106,1682440116081,681.0,410.0,9.0
106,1682440116090,679.0,411.0,8.0
106,1682440116098,679.0,412.0,8.0
106,1682440116106,680.0,414.0,8.0
106,1682440116114,680.0,411.0,7.0
106,1682440116121,677.0,419.0,9.0
106,1682440116130,669.0,416.0,10.0
106,1682440116140,672.0,415.0,7.0
106,1682440116147,671.0,414.0,9.0
106,1682440116156,672.0,413.0,9.0
106,1682440116165,675.0,412.0,8.0
106,1682440116173,670.0,413.0,8.0
106,1682440116181,674.0,417.0,9.0
106,1682440116190,670.0,413.0,8.0
106,1682440116198,670.0,411.0,8.0
106,1682440116206,668.0,411.0,9.0
106,1682440116215,668.0,408.0,7.0
106,1682440116222,668.0,401.0,9.0
106,1682440116231,669.0,402.0,8.0
106,1682440116239,667.0,400.0,7.0
106,1682440116246,670.0,405.0,8.0
106,1682440116254,669.0,408.0,9.0
106,1682440116263,668.0,406.0,10.0
106,1682440116273,668.0,404.0,8.0
106,1682440116281,668.0,408.0,9.0
106,1682440116290,670.0,402.0,8.0
106,1682440116298,669.0,405.0,8.0
106,1682440116306,665.0,401.0,8.0
106,1682440116314,603.0,402.0,7.0
106,1682440116321,495.0,397.0,9.0
106,1682440116330,435.0,384.0,8.0
106,1682440116338,388.0,389.0,10.0
106,1682440116348,379.0,387.0,8.0
106,1682440116356,401.0,381.0,9.0
106,1682440116365,400.0,384.0,8.0
106,1682440116373,399.0,391.0,8.0
106,1682440116381,403.0,409.0,9.0
106,1682440116390,398.0,396.0,8.0
106,1682440116398,403.0,408.0,8.0
106,1682440116406,410.0,415.0,9.0
106,1682440116415,407.0,410.0,8.0
106,1682440116423,407.0,410.0,8.0
106,1682440116431,409.0,415.0,9.0
106,1682440116440,397.0,404.0,8.0
106,1682440116448,391.0,393.0,7.0
106,1682440116455,393.0,393.0,8.0
106,1682440116463,393.0,403.0,10.0
106,1682440116473,396.0,391.0,8.0
106,1682440116481,394.0,395.0,9.0
106,1682440116490,407.0,401.0,8.0
106,1682440116498,406.0,396.0,8.0
106,1682440116506,427.0,413.0,9.0
106,1682440116515,446.0,405.0,8.0
106,1682440116523,442.0,413.0,7.0
106,1682440116530,438.0,401.0,8.0
106,1682440116538,431.0,395.0,11.0
106,1682440116549,435.0,394.0,7.0
106,1682440116556,439.0,392.0,9.0
106,1682440116565,440.0,392.0,8.0
106,1682440116573,440.0,395.0,8.0
106,1682440116581,438.0,390.0,9.0
106,1682440116590,438.0,393.0,8.0
106,1682440116598,434.0,384.0,8.0
106,1682440116606,433.0,388.0,9.0
106,1682440116615,432.0,387.0,8.0
106,1682440116623,438.0,387.0,8.0
106,1682440116631,436.0,386.0,9.0
106,1682440116640,439.0,401.0,8.0
106,1682440116648,439.0,395.0,7.0
106,1682440116655,438.0,390.0,8.0
106,1682440116663,437.0,393.0,11.0
106,1682440116674,439.0,389.0,7.0
106,1682440116681,438.0,384.0,9.0
106,1682440116690,438.0,390.0,8.0
106,1682440116698,436.0,386.0,8.0
106,1682440116706,432.0,392.0,9.0
106,1682440116715,446.0,396.0,8.0
106,1682440116723,496.0,386.0,7.0
106,1682440116730,490.0,395.0,8.0
106,1682440116738,492.0,395.0,8.0
106,1682440116746,487.0,388.0,11.0
106,1682440116757,487.0,393.0,8.0
106,1682440116765,490.0,387.0,8.0
106,1682440116773,487.0,391.0,9.0
106,1682440116782,483.0,392.0,8.0
106,1682440116790,484.0,388.0,8.0
106,1682440116798,483.0,393.0,8.0
106,1682440116806,485.0,393.0,9.0
106,1682440116815,483.0,398.0,8.0
106,1682440116823,482.0,400.0,9.0
106,1682440116832,474.0,398.0,7.0
106,1682440116839,479.0,400.0,9.0
106,1682440116848,479.0,403.0,7.0
106,1682440116855,474.0,400.0,8.0
106,1682440116863,474.0,397.0,11.0
106,1682440116874,476.0,400.0,7.0
106,1682440116881,473.0,399.0,9.0
106,1682440116890,474.0,397.0,8.0
106,1682440116898,479.0,397.0,9.0
106,1682440116907,480.0,390.0,8.0
106,1682440116915,483.0,385.0,8.0
106,1682440116923,484.0,382.0,8.0
106,1682440116931,481.0,378.0,7.0
106,1682440116938,480.0,382.0,8.0
106,1682440116946,482.0,381.0,11.0
106,1682440116957,477.0,378.0,8.0
106,1682440116965,482.0,375.0,8.0
106,1682440116973,480.0,375.0,8.0
106,1682440116981,477.0,371.0,9.0
106,1682440116990,480.0,373.0,8.0
106,1682440116998,481.0,374.0,9.0
106,1682440117007,478.0,369.0,8.0
106,1682440117015,480.0,374.0,8.0
106,1682440117023,481.0,374.0,9.0
106,1682440117032,479.0,376.0,7.0
106,1682440117039,476.0,383.0,9.0
106,1682440117048,471.0,277.0,7.0
106,1682440117055,480.0,197.0,8.0
106,1682440117063,482.0,116.0,9.0
106,1682440117072,473.0,57.0,10.0
106,1682440117082,461.0,93.0,8.0
106,1682440117090,468.0,118.0,8.0
106,1682440117098,467.0,101.0,9.0
106,1682440117107,465.0,96.0,8.0
106,1682440117115,471.0,92.0,8.0
106,1682440117123,471.0,89.0,8.0
106,1682440117131,475.0,89.0,7.0
106,1682440117138,474.0,87.0,9.0
106,1682440117147,477.0,87.0,8.0
106,1682440117155,474.0,88.0,10.0
106,1682440117165,474.0,86.0,8.0
106,1682440117173,473.0,87.0,9.0
106,1682440117182,471.0,86.0,8.0
106,1682440117190,470.0,89.0,8.0
106,1682440117198,471.0,89.0,9.0
106,1682440117207,469.0,92.0,8.0
106,1682440117215,469.0,95.0,8.0
106,1682440117223,472.0,92.0,9.0
106,1682440117232,469.0,94.0,8.0
106,1682440117240,468.0,92.0,8.0
106,1682440117248,471.0,87.0,8.0
106,1682440117256,469.0,97.0,7.0
106,1682440117263,452.0,87.0,9.0
106,1682440117272,392.0,59.0,10.0
106,1682440117282,388.0,66.0,8.0
106,1682440117290,396.0,79.0,8.0
106,1682440117298,394.0,75.0,9.0
106,1682440117307,397.0,87.0,8.0
106,1682440117315,394.0,88.0,8.0
106,1682440117323,395.0,86.0,9.0
106,1682440117332,398.0,90.0,7.0
106,1682440117339,397.0,89.0,8.0
106,1682440117347,398.0,91.0,8.0
106,1682440117355,399.0,90.0,10.0
106,1682440117365,397.0,89.0,8.0
106,1682440117373,393.0,90.0,9.0
106,1682440117382,395.0,92.0,8.0
106,1682440117390,395.0,91.0,8.0
106,1682440117398,397.0,88.0,9.0
106,1682440117407,399.0,88.0,8.0
106,1682440117415,401.0,85.0,8.0
106,1682440117423,402.0,82.0,9.0
106,1682440117432,405.0,85.0,8.0
106,1682440117440,447.0,78.0,8.0
106,1682440117448,463.0,75.0,8.0
106,1682440117456,447.0,78.0,7.0
106,1682440117463,448.0,75.0,9.0
106,1682440117472,451.0,75.0,10.0
106,1682440117482,450.0,79.0,8.0
106,1682440117490,450.0,69.0,8.0
106,1682440117498,454.0,72.0,9.0
106,1682440117507,453.0,70.0,8.0
106,1682440117515,453.0,67.0,9.0
106,1682440117524,456.0,71.0,8.0
106,1682440117532,453.0,68.0,8.0
106,1682440117540,454.0,73.0,7.0
106,1682440117547,453.0,65.0,8.0
106,1682440117555,454.0,68.0,8.0
106,1682440117563,452.0,65.0,11.0
106,1682440117574,452.0,64.0,8.0
106,1682440117582,452.0,69.0,8.0
106,1682440117590,451.0,63.0,8.0
106,1682440117598,455.0,59.0,9.0
106,1682440117607,456.0,62.0,8.0
106,1682440117615,454.0,63.0,8.0
106,1682440117623,457.0,59.0,9.0
106,1682440117632,455.0,63.0,8.0
106,1682440117640,459.0,66.0,8.0
106,1682440117648,458.0,61.0,8.0
106,1682440117656,457.0,62.0,8.0
106,1682440117664,457.0,63.0,8.0
106,1682440117672,456.0,61.0,10.0
106,1682440117682,458.0,62.0,8.0
106,1682440117690,459.0,63.0,8.0
106,1682440117698,460.0,69.0,9.0
106,1682440117707,460.0,69.0,8.0
106,1682440117715,458.0,67.0,8.0
106,1682440117723,459.0,83.0,9.0
106,1682440117732,459.0,77.0,8.0
106,1682440117740,458.0,88.0,8.0
106,1682440117748,462.0,81.0,7.0
106,1682440117755,458.0,68.0,8.0
106,1682440117763,464.0,77.0,9.0
106,1682440117772,461.0,66.0,10.0
106,1682440117782,464.0,76.0,8.0
106,1682440117790,464.0,78.0,9.0
106,1682440117799,464.0,72.0,7.0
106,1682440117806,464.0,73.0,8.0
106,1682440117814,463.0,69.0,8.0
106,1682440117822,462.0,68.0,9.0
106,1682440117831,463.0,68.0,8.0
106,1682440117839,462.0,68.0,9.0
106,1682440117848,462.0,69.0,7.0
106,1682440117855,459.0,64.0,7.0
106,1682440117862,460.0,64.0,9.0
106,1682440117871,464.0,70.0,10.0
106,1682440117881,462.0,69.0,8.0
106,1682440117889,465.0,76.0,8.0
106,1682440117897,462.0,82.0,9.0
106,1682440117906,461.0,75.0,8.0
106,1682440117914,463.0,79.0,9.0
106,1682440117923,462.0,88.0,8.0
106,1682440117931,459.0,81.0,8.0
106,1682440117939,458.0,90.0,8.0
106,1682440117947,462.0,89.0,8.0
106,1682440117955,458.0,88.0,7.0
106,1682440117962,458.0,84.0,9.0
106,1682440117971,459.0,82.0,10.0
106,1682440117981,463.0,84.0,8.0
106,1682440117989,459.0,78.0,8.0
106,1682440117997,462.0,81.0,9.0
106,1682440118006,461.0,82.0,8.0
106,1682440118014,463.0,76.0,9.0
106,1682440118023,463.0,77.0,8.0
106,1682440118031,462.0,71.0,8.0
106,1682440118039,464.0,70.0,9.0
106,1682440118048,463.0,76.0,7.0
106,1682440118055,464.0,75.0,7.0
106,1682440118062,461.0,76.0,9.0
106,1682440118071,463.0,80.0,8.0
106,1682440118079,459.0,77.0,11.0
106,1682440118090,458.0,71.0,8.0
106,1682440118098,461.0,75.0,8.0
106,1682440118106,459.0,72.0,8.0
106,1682440118114,461.0,71.0,9.0
106,1682440118123,458.0,67.0,8.0
106,1682440118131,460.0,66.0,8.0
106,1682440118139,463.0,66.0,9.0
106,1682440118148,465.0,65.0,7.0
106,1682440118155,462.0,70.0,8.0
106,1682440118163,465.0,74.0,7.0
106,1682440118170,464.0,75.0,9.0
106,1682440118179,465.0,76.0,11.0
106,1682440118190,467.0,82.0,8.0
106,1682440118198,468.0,85.0,8.0
106,1682440118206,467.0,87.0,8.0
106,1682440118214,467.0,86.0,9.0
106,1682440118223,461.0,88.0,8.0
106,1682440118231,456.0,87.0,8.0
106,1682440118239,455.0,82.0,9.0
106,1682440118248,453.0,83.0,8.0
106,1682440118256,453.0,84.0,8.0
106,1682440118264,453.0,84.0,7.0
106,1682440118271,452.0,84.0,8.0
106,1682440118279,456.0,87.0,8.0
106,1682440118287,455.0,114.0,11.0
106,1682440118298,468.0,212.0,8.0
106,1682440118306,469.0,305.0,8.0
106,1682440118314,481.0,389.0,9.0
106,1682440118323,491.0,403.0,8.0
106,1682440118331,488.0,388.0,8.0
106,1682440118339,482.0,379.0,9.0
106,1682440118348,478.0,386.0,8.0
106,1682440118356,479.0,390.0,8.0
106,1682440118364,478.0,390.0,7.0
106,1682440118371,480.0,393.0,8.0
106,1682440118379,477.0,392.0,11.0
106,1682440118390,480.0,393.0,8.0
106,1682440118398,479.0,394.0,8.0
106,1682440118406,483.0,392.0,8.0
106,1682440118414,485.0,393.0,9.0
106,1682440118423,480.0,389.0,8.0
106,1682440118431,484.0,392.0,8.0
106,1682440118439,482.0,391.0,9.0
106,1682440118448,485.0,395.0,8.0
106,1682440118456,477.0,393.0,8.0
106,1682440118464,484.0,398.0,8.0
106,1682440118472,481.0,395.0,8.0
106,1682440118480,482.0,396.0,8.0
106,1682440118488,482.0,395.0,8.0
106,1682440118496,483.0,393.0,11.0
106,1682440118507,483.0,397.0,7.0
106,1682440118514,460.0,385.0,9.0
106,1682440118523,448.0,383.0,8.0
106,1682440118531,453.0,389.0,8.0
106,1682440118539,452.0,385.0,9.0
106,1682440118548,449.0,385.0,8.0
106,1682440118556,452.0,384.0,8.0
106,1682440118564,454.0,387.0,7.0
106,1682440118571,454.0,391.0,8.0
106,1682440118579,452.0,385.0,8.0
106,1682440118587,455.0,393.0,11.0
106,1682440118598,452.0,386.0,8.0
106,1682440118606,456.0,390.0,8.0
106,1682440118614,459.0,393.0,9.0
106,1682440118623,456.0,393.0,8.0
106,1682440118631,464.0,391.0,8.0
106,1682440118639,461.0,393.0,9.0
106,1682440118648,468.0,401.0,8.0
106,1682440118656,465.0,394.0,8.0
106,1682440118664,467.0,395.0,9.0
106,1682440118673,467.0,395.0,7.0
106,1682440118680,466.0,391.0,8.0
106,1682440118688,467.0,391.0,8.0
106,1682440118696,467.0,382.0,11.0
106,1682440118707,468.0,382.0,8.0
106,1682440118715,469.0,382.0,8.0
106,1682440118723,471.0,384.0,8.0
106,1682440118731,470.0,385.0,9.0
106,1682440118740,466.0,385.0,8.0
106,1682440118748,466.0,386.0,8.0
106,1682440118756,463.0,383.0,8.0
106,1682440118764,467.0,394.0,8.0
106,1682440118772,466.0,394.0,8.0
106,1682440118780,466.0,391.0,7.0
106,1682440118787,468.0,395.0,11.0
106,1682440118798,457.0,385.0,8.0
106,1682440118806,457.0,385.0,8.0
106,1682440118814,453.0,386.0,9.0
106,1682440118823,456.0,388.0,8.0
106,1682440118831,457.0,386.0,9.0
106,1682440118840,460.0,388.0,8.0
106,1682440118848,464.0,387.0,8.0
106,1682440118856,471.0,383.0,9.0
106,1682440118865,470.0,391.0,8.0
106,1682440118873,468.0,387.0,7.0
106,1682440118880,467.0,394.0,8.0
106,1682440118888,462.0,402.0,8.0
106,1682440118896,458.0,399.0,11.0
106,1682440118907,459.0,397.0,8.0
106,1682440118915,458.0,398.0,8.0
106,1682440118923,464.0,396.0,8.0
106,1682440118931,469.0,395.0,9.0
106,1682440118940,470.0,395.0,8.0
106,1682440118948,463.0,398.0,8.0
106,1682440118956,462.0,400.0,9.0
106,1682440118965,459.0,401.0,7.0
106,1682440118972,461.0,401.0,8.0
106,1682440118980,462.0,400.0,7.0
106,1682440118987,486.0,401.0,9.0
106,1682440118996,546.0,408.0,11.0
106,1682440119007,561.0,412.0,8.0
106,1682440119015,564.0,422.0,8.0
106,1682440119023,559.0,422.0,8.0
106,1682440119031,556.0,414.0,9.0
106,1682440119040,550.0,412.0,8.0
106,1682440119048,552.0,420.0,8.0
106,1682440119056,544.0,414.0,9.0
