fixation_rate_AOI_A1,fixation_rate_AOI_A2,fixation_rate_AOI_A3,fixation_rate_AOI_A4,fixation_rate_AOI_A5,fixation_rate_AOI_A6,avg_fixation_time_AOI_A1,avg_fixation_time_AOI_A2,avg_fixation_time_AOI_A3,avg_fixation_time_AOI_A4,avg_fixation_time_AOI_A5,avg_fixation_time_AOI_A6,is_correct,cluster
0.679144385,0.272727273,0.240641711,0.048128342,0.0,0.0,517.503937,483.0392157,523.3777778,356.3333333,0.0,0.0,1,0
0.54491018,0.404191617,0.30239521,0.050898204,0.0,0.0,554.7527473,604.4962963,559.8217822,571.1764706,0.0,0.0,0,1
0.335526316,0.653508772,0.11622807,0.010964912,0.0,0.0,610.0196078,748.7214765,661.1132075,415.6,0.0,0.0,1,0
0.834394904,0.114649682,0.108280255,0.050955414,0.0,0.0,527.4961832,1037.055556,1075.0,407.25,0.0,0.0,0,1
0.407407407,0.577777778,0.224691358,0.014814815,0.002469136,0.0,495.169697,612.9700855,638.3846154,685.6666667,323.0,0.0,1,0
0.572100313,0.305642633,0.272727273,0.122257053,0.0,0.0,544.509589,591.2461538,578.316092,1243.653846,0.0,0.0,1,0
0.425806452,0.451612903,0.14516129,0.122580645,0.0,0.0,463.5265152,661.4892857,697.8222222,1025.276316,0.0,0.0,1,0
0.522571819,0.436388509,0.279069767,0.041039672,0.0,0.0,579.9188482,575.7742947,586.9166667,3671.733333,0.0,0.0,0,1
0.449901768,0.41453831,0.390962672,0.135559921,0.00589391,0.0,450.6462882,639.971564,625.5527638,660.3333333,555.3333333,0.0,0,1
0.416531605,0.531604538,0.166936791,0.051863857,0.012965964,0.0,488.848249,654.3810976,564.6893204,376.03125,721.125,0.0,1,0
0.226876091,0.694589878,0.472949389,0.078534031,0.0,0.0,484.8461538,563.2361809,541.0848708,2030.711111,0.0,0.0,1,0
0.518656716,0.444029851,0.100746269,0.037313433,0.0,0.0,802.5431655,901.9201681,751.7592593,684.35,0.0,0.0,1,0
0.403013183,0.482109228,0.348399247,0.114877589,0.035781544,0.0,732.4859813,835.3007813,832.5351351,580.2131148,530.1052632,0.0,0,1
0.170863309,0.482014388,0.451438849,0.347122302,0.003597122,0.0,728.0421053,851.8097015,874.310757,649.0880829,459.5,0.0,0,1
0.216080402,0.447236181,0.403685092,0.336683417,0.005025126,0.0,681.9612403,791.2696629,793.0580913,774.960199,129.0,0.0,1,0
0.482435597,0.344262295,0.023419204,0.173302108,0.00234192,0.0,719.6019417,785.8231293,1921.3,600.7837838,375.0,0.0,1,0
0.18957346,0.552922591,0.470774092,0.257503949,0.0,0.0,790.475,807.32,847.9932886,847.9447853,0.0,0.0,1,0
0.401486989,0.579925651,0.401486989,0.018587361,0.0,0.0,558.0462963,422.6217949,439.5462963,312.4,0.0,0.0,1,0
0.571428571,0.380952381,0.087719298,0.047619048,0.002506266,0.0,481.745614,753.9736842,1169.828571,382.6842105,143.0,0.0,1,0
0.646090535,0.296296296,0.267489712,0.057613169,0.0,0.0,511.0828025,858.5555556,712.6461538,390.0714286,0.0,0.0,1,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,487.2527473,0,1
0.725274725,0.131868132,0.10989011,0.142857143,0.0,0.0,462.8863636,754.1666667,657.45,364.5769231,0.0,0.0,0,1
0.56127451,0.389705882,0.120098039,0.049019608,0.0,0.0,493.9694323,966.3522013,564.3673469,284.2,0.0,0.0,1,0
0.643504532,0.253776435,0.172205438,0.102719033,0.0,0.0,534.9389671,472.2142857,483.2807018,286.5294118,0.0,0.0,0,1
0.749287749,0.247863248,0.106837607,0.002849003,0.0,0.0,478.5095057,457.0114943,503.8666667,405.0,0.0,0.0,1,0
0.491905355,0.490660025,0.216687422,0.01743462,0.0,0.0,520.8202532,583.1649746,357.9885057,361.8571429,0.0,0.0,1,0
0.582222222,0.394074074,0.253333333,0.023703704,0.0,0.0,526.173028,462.5225564,508.9005848,289.8125,0.0,0.0,0,1
0.727011494,0.264367816,0.195402299,0.00862069,0.0,0.0,626.0513834,740.3695652,569.6323529,435.3333333,0.0,0.0,1,0
0.818791946,0.137583893,0.130872483,0.043624161,0.0,0.0,507.3893443,343.7317073,346.4358974,604.6923077,0.0,0.0,1,0
