fixation_id,fixation_run_id,fixation_start_event_time,fixation_order_number,x,y,fixation_target,source_file_line,source_file_col,token,syntactic_category,xpath,left_pupil_diameter,right_pupil_diameter,duration
d87cb710-0dbd-4d2d-8745-632ca24ac949,1683745811950,133262267227366978,1,927.708,272.75,Bug-22.txt,39,63,,,,0.0,2.95487,200
57b300af-d0ca-4773-b428-9e22d696f87a,1683745811950,133262267215524910,2,807.524,338.738,Bug-22.txt,43,42,,,,0.0,2.84534,409
221f0454-f4b1-4371-9738-a9a030d24896,1683745811950,133262267206949337,3,516.543,356.486,Bug-22.txt,43,3,,,,0.0,2.85187,833
d902b6f7-9f74-4209-8601-3f0cfa778d91,1683745811950,133262267203393470,4,773.56,463.28,Bug-22.txt,51,41,,,,0.0,2.94424,264
feb46d89-23e9-499b-b15d-cce11834134b,1683745811950,133262267188810044,5,849.412,347.809,Bug-22.txt,43,43,,,,0.0,2.90694,1188
a97d33ef-d187-4e04-91a2-41c1b000cf7a,1683745811950,133262267184202130,6,904.96,288.8,Bug-22.txt,40,59,,,,0.0,3.10626,208
0c8ac611-a163-42a1-88a4-cfc2ab22a7ae,1683745811950,133262267181616584,7,698.273,250.409,Bug-22.txt,37,30,,,,0.0,3.22874,233
aeb8d651-e136-4a41-a532-43d040a0645e,1683745811950,133262267163449306,8,616.615,324.615,StatisticalBarRenderer.java,282,16,,,,0.0,2.87896,242
b237b98a-620c-4af2-a833-f4589921847d,1683745811950,133262267153285574,9,606.889,178.844,StatisticalBarRenderer.java,272,14,,,,0.0,2.9525,991
d0ff60d7-785d-4f74-90c5-2eb9da52bfe7,1683745811950,133262267142870034,10,681.2,184.543,StatisticalBarRenderer.java,448,28,,,,0.0,2.98724,1025
2cd7a609-1245-4852-8872-584e6ee3a315,1683745811950,133262267134617371,11,620.105,303.789,StatisticalBarRenderer.java,455,15,,,,0.0,2.92475,775
74f282b6-8bca-4039-98cf-cb39fd2c71f3,1683745811950,133262267092532936,12,599.902,176.314,StatisticalBarRenderer.java,419,16,,,,0.0,2.92579,517
9dcd3eef-0e85-4106-89cc-36981bb64187,1683745811950,133262267074367435,13,603.609,171.826,StatisticalBarRenderer.java,420,16,,,,0.0,2.99966,442
753e8c06-f39d-42d6-bbd7-8db92010e6c8,1683745811950,133262267072779133,14,679,176.455,StatisticalBarRenderer.java,420,25,,,,0.0,2.98389,134
2cc140ec-1847-4286-b8cf-13b8cb088855,1683745811950,133262267067195605,15,594.781,469.688,StatisticalBarRenderer.java,441,14,,,,0.0,2.98624,408
bb0ecd57-fd15-4e03-8cee-8b4d91433fb0,1683745811950,133262267048367113,16,620.026,172.739,StatisticalBarRenderer.java,419,16,,,,0.0,2.92482,1658
9f66a2cd-f6b7-4721-b0a6-0b31e0a14c98,1683745811950,133262267039200530,17,629.148,272.37,StatisticalBarRenderer.java,426,14,,,,0.0,2.85837,634
fdf51e76-3eb8-4f67-a705-0cd9be57ea70,1683745811950,133262267030560554,18,612.545,278.091,StatisticalBarRenderer.java,426,12,,,,0.0,2.85313,625
24002b51-68ca-4cb9-b3d1-04961fbf589f,1683745811950,133262267025368210,19,598.167,495.548,StatisticalBarRenderer.java,443,14,,,,0.0,2.8666,497
241624b7-e8a1-49c0-a587-69e617fcc5b2,1683745811950,133262267021036809,20,615.458,420.583,StatisticalBarRenderer.java,430,15,,,,0.0,2.84465,406
22e4d4a2-2bd2-48c0-ae0a-ad1b9c599ea1,1683745811950,133262267004446083,21,620.151,357.37,StatisticalBarRenderer.java,426,11,,,,0.0,2.86054,1643
1050abeb-8daa-49f7-9219-3922df05457d,1683745811950,133262266999868026,22,614.07,254.767,StatisticalBarRenderer.java,419,16,,,,0.0,2.9635,433
b7a6ce1b-eac0-4e31-a5be-d24546eb83d5,1683745811950,133262266998119085,23,684.222,269,StatisticalBarRenderer.java,420,26,,,,0.0,2.95235,141
77e8c59e-6137-4eed-8940-56025d726e09,1683745811950,133262266979204320,24,659.893,233.089,StatisticalBarRenderer.java,417,22,,,,0.0,2.96613,900
bffaa7cb-c998-4a42-944f-28da4d81bbbe,1683745811950,133262266946705299,25,614.654,268.574,StatisticalBarRenderer.java,419,16,,,,0.0,3.08824,2708
afc13817-2c0e-4847-b387-cc8f19838bc5,1683745811950,133262266943038107,26,635.429,270.857,StatisticalBarRenderer.java,421,19,,,,0.0,3.55483,341
ef1922bb-9414-4448-b197-67c47d832f0a,1683745811950,133262266941192913,27,679.471,331.353,StatisticalBarRenderer.java,424,26,,,,0.0,3.81368,160
731632f0-91dc-4cbc-a7ad-6557f2b9b585,1683745811950,133262266918283880,28,601.386,244.75,StatisticalBarRenderer.java,419,13,,,,0.0,3.01363,1124
7410e73c-adf3-4a2f-9f62-5bc268186ae0,1683745811950,133262266914935952,29,613.939,322.667,StatisticalBarRenderer.java,425,17,,,,0.0,2.95508,277
f915ebae-55c4-47b1-83fd-990a71f3e732,1683745811950,133262266913531740,30,663.636,457.364,StatisticalBarRenderer.java,432,23,,,,0.0,2.95247,115
94fe731b-3ccf-4d33-a47b-acd8aea95eff,1683745811950,133262266892619360,31,653.929,517.553,StatisticalBarRenderer.java,430,20,,,,0.0,3.03382,1916
1f4afcef-cb67-426e-95d5-2bbb50dddb5e,1683745811950,133262266889864383,32,625.4,495.6,StatisticalBarRenderer.java,429,17,,,,0.0,3.23507,259
08d50653-fd57-4e9f-8333-897c867665f2,1683745811950,133262266887119530,33,597.952,373.762,StatisticalBarRenderer.java,421,13,,,,0.0,3.13518,240
7bd4f5cb-78d2-4d5b-bf26-9e1c549c144d,1683745811950,133262266881035195,34,606.909,107.303,StatisticalBarRenderer.java,403,15,,,,0.0,3.08583,301
30b3854b-e4c2-44e3-b704-45dd1b043248,1683745811950,133262266871683970,35,588.027,318.411,StatisticalBarRenderer.java,417,15,,,,0.0,3.19735,901
75dfcedc-2ed5-4bb7-a7cd-26e1db2c05be,1683745811950,133262266853792627,36,810.31,228.759,StatisticalBarRenderer.java,410,45,,,,0.0,3.8155,314
56d7b7ee-275b-4f47-a295-0202249c0436,1683745811950,133262266842771413,37,786.929,139.643,StatisticalBarRenderer.java,406,40,,,,0.0,3.54008,134
a6c28d9f-dc6b-4642-aabd-d1feede2f028,1683745811950,133262266780966346,38,670.778,437.852,StatisticalBarRendererTest.java,81,23,,,,3.48191,3.21108,542
f9584095-fac7-4bdc-90fc-a88e872093b2,1683745811950,133262266777698168,39,669.667,282.667,StatisticalBarRendererTest.java,73,23,,,,3.67466,3.38,299
682baecd-903a-423f-a333-02bea6b8909e,1683745811950,133262266763636934,40,577.657,550.971,Bug-22.txt,57,13,,,,3.33777,3.11911,307
16139c0a-40f6-4cad-b02a-4ebcb996f285,1683745811950,133262266753218513,41,606.946,554.523,Bug-22.txt,57,13,,,,3.30267,3.12827,1025
9564d6da-8713-4f7a-9911-556543fb7861,1683745811950,133262266742883638,42,646.842,464.211,Bug-22.txt,51,23,,,,3.16313,2.90636,350
446bbd94-fc48-44e9-9b09-dffb73407941,1683745811950,133262266735719385,43,585.919,471.027,Bug-22.txt,51,20,,,,3.13265,2.91284,408
f4aafb42-19f7-4416-b078-7c71abee6fdf,1683745811950,133262266733880316,44,879.059,381.765,Bug-22.txt,46,56,,,,3.21007,2.91073,142
5428010f-af7c-415c-a822-a8f0f2b806ce,1683745811950,133262266728216740,45,892.833,464.238,Bug-22.txt,46,58,,,,3.38089,3.11085,491
5489f092-78d4-4184-8f5b-5779c744636e,1683745811950,133262266723633383,46,727.444,338,Bug-22.txt,37,34,,,,3.50617,3.2524,167
5e920a52-5976-463e-b988-3e25e4e38a8d,1683745811950,133262266650132566,47,760.542,349.5,StatisticalBarRendererTest.java,77,37,,,,3.03691,2.8284,248
1b1025af-6e06-4425-b673-c6ded79aa686,1683745811950,133262266644134102,48,790.083,639.583,StatisticalBarRendererTest.java,97,41,,,,2.96351,2.83538,250
ab03e273-f926-4f89-b942-ea2db3570e8c,1683745811950,133262266638799344,49,531.128,666.021,StatisticalBarRendererTest.java,99,2,,,,3.00017,2.86182,492
6de75b7e-fd09-429e-a4ac-67f44fd5ba57,1683745811950,133262266632131967,50,721.75,679.75,StatisticalBarRendererTest.java,99,30,,,,3.40647,3.24458,125
7644abb9-f71a-459a-a4d6-e674fc1bb5f9,1683745811950,133262266552199464,51,763.596,652.263,StatisticalBarRendererTest.java,98,39,,,,3.15969,2.95234,467
0456ca77-f4d3-4c9f-9bab-5724a9cb2585,1683745811950,133262266544381800,52,526.988,652.429,StatisticalBarRendererTest.java,97,4,,,,3.36622,3.14628,759
d772ba8c-9e1a-4718-814b-77ac833f62d7,1683745811950,133262266541465829,53,807.333,661.233,StatisticalBarRendererTest.java,98,46,,,,3.32788,3.09011,265
9cb85ff1-ee50-4153-8332-bec8b30e6438,1683745811950,133262266531715963,54,778.923,659.215,StatisticalBarRendererTest.java,98,41,,,,3.25104,3.03878,716
6d67a575-df35-4f68-8120-eae63e828176,1683745811950,133262266526712005,55,893.389,660.611,StatisticalBarRendererTest.java,98,56,,,,3.331,3.12752,276
62f5edbf-791b-4bdc-a6c2-eadb6197f875,1683745811950,133262266444709936,56,870.364,436.485,Bug-22.txt,43,55,,,,0.0,2.83791,498
d950600d-e6df-4eb2-a0e4-49ebc2d18f5c,1683745811950,133262266441209841,57,838.667,388.333,Bug-22.txt,37,52,,,,0.0,2.88877,290
49dd929a-ef76-46ad-a402-3b5d05e5a89f,1683745811950,133262266404872158,58,1191.32,382.72,Bug-22.txt,40,100,,,,0.0,2.93737,834
3a368a7f-6b15-48b9-be12-8664b6e39694,1683745811950,133262266370355886,59,920.58,454.727,Bug-22.txt,45,62,,,,3.08124,0.0,1336
a2aefb22-485a-417c-b3c2-814589ee75b8,1683745811950,133262266366793317,60,958.667,489.208,Bug-22.txt,44,66,,,,3.10574,0.0,333
c448de60-6ed1-49f0-961d-06350bcfaa6f,1683745811950,133262266356710931,61,910.667,437.333,Bug-22.txt,37,61,,,,3.3769,0.0,107
ac6f4e4d-a0b1-4bcf-bfe4-476bde9bf794,1683745811950,133262266349798833,62,810.857,349,Bug-22.txt,32,42,,,,3.13305,0.0,174
e6190765-8740-49b0-bb77-d015d53d0156,1683745811950,133262266347293800,63,802.909,179.182,Bug-22.txt,19,45,,,,3.09762,0.0,217
307f540e-721b-4da3-a118-5186b5577ce2,1683745811950,133262266343606152,64,755.65,335.25,Bug-22.txt,30,36,,,,3.14178,0.0,193
d496d6d7-4e90-49a3-aa76-72c0ed26d6dd,1683745811950,133262266316543483,65,790,323,Bug-22.txt,30,39,,,,0.0,2.99315,84
da792207-3e98-4bac-819f-9a04f65e99e1,1683745811950,133262266313544953,66,708.667,329.778,Bug-22.txt,30,28,,,,0.0,3.22058,184
a1dfb6b1-8618-463f-9fc2-b49633e02802,1683745811950,133262266281130140,67,650.615,260.231,StatisticalBarRenderer.java,413,21,,,,0.0,3.26137,165
52d0bacb-23fb-4b74-9606-0c4cc4b250cb,1683745811950,133262266260546303,68,671.315,312.337,StatisticalBarRenderer.java,417,17,,,,0.0,2.88409,925
d71865d0-2f47-4d16-8cbb-e03d92084517,1683745811950,133262266246456474,69,610.785,320.723,Bug-22.txt,30,12,,,,0.0,2.7956,534
82e29288-e96f-4768-bd70-8d797ac4a9bd,1683745811950,133262266244444049,70,566.8,246.4,Bug-22.txt,25,11,,,,0.0,2.83742,177
3e1a5ff8-a32c-4ccb-beb0-403133da5a1c,1683745811950,133262266240962339,71,523.794,313.559,Bug-22.txt,29,5,,,,0.0,2.82549,307
5a59bfcf-8e7d-47e7-be6c-5fcb560df5f4,1683745811950,133262266234961873,72,698.368,221.053,Bug-22.txt,26,24,,,,0.0,2.8886,492
ffb82ea5-5bda-4b66-b224-a00b5cc1be38,1683745811950,133262266231045444,73,500.5,241.278,Bug-22.txt,36,1,,,,0.0,2.98729,191
0ed887dc-b713-4daf-a56c-4248179e5311,1683745811950,133262266222793813,74,500.303,153.667,Bug-22.txt,43,2,,,,0.0,2.92829,358
718df117-59e2-40d8-8af0-21569b9133d1,1683745811950,133262266201113928,75,498.5,356,Bug-22.txt,64,1,,,,0.0,2.86134,93
c333bb5c-0f00-47c8-9515-32cb7332eed7,1683745811950,133262266191299899,76,498.4,472.4,Bug-22.txt,73,1,,,,0.0,2.91107,181
fad99800-afdd-44f3-a67d-8bc43c86c21b,1683745811950,133262266187629535,77,510.167,370.167,Bug-22.txt,66,4,,,,0.0,3.04601,83
f006da34-fd95-47e3-be48-3bd01658a366,1683745811950,133262266170880111,78,562.65,308.75,StatisticalBarRenderer.java,417,9,,,,0.0,2.88155,465
e59fc6f0-573b-4c9f-b6e3-549b07b27703,1683745811950,133262266166279329,79,680.288,306.692,StatisticalBarRenderer.java,417,27,,,,0.0,2.86274,443
91765c1d-daa2-4cd0-b92a-4d1b382608be,1683745811950,133262266160116643,80,558.6,319.822,StatisticalBarRenderer.java,417,6,,,,0.0,3.12285,577
189b897e-db9a-428b-9b1d-fa11c1a0e5ad,1683745811950,133262266146713293,81,552.744,299.593,StatisticalBarRenderer.java,416,8,,,,0.0,2.97835,799
705c4d28-d6f4-4403-8749-4ca713cc8704,1683745811950,133262266140880931,82,550.654,293.577,StatisticalBarRenderer.java,416,7,,,,0.0,2.83564,217
f2c99ffa-88a2-4237-a965-af90718ee7ec,1683745811950,133262266131218732,83,595.125,309.125,StatisticalBarRenderer.java,416,13,,,,0.0,2.87102,342
56f8d159-c38e-4c08-bba9-774d0524b540,1683745811950,133262266129026369,84,553.438,403.313,StatisticalBarRenderer.java,423,8,,,,0.0,2.94679,192
38884074-7e2a-4f51-9fc7-ae6dc457d1ac,1683745811950,133262266113125515,85,785.404,429.904,Bug-22.txt,70,39,,,,0.0,2.65399,717
76143ec1-d392-4a7e-819a-995f54c312f5,1683745811950,133262266110448830,86,676.533,424.367,Bug-22.txt,70,27,,,,0.0,2.68586,251
ef294bbe-f718-43d4-8766-3001b0d4e2c3,1683745811950,133262266102553682,87,529.458,441.651,Bug-22.txt,71,4,,,,0.0,2.7619,774
9587f8fd-3248-4158-b0dd-35c567ff9519,1683745811950,133262266097795135,88,626.571,299.357,Bug-22.txt,61,20,,,,0.0,2.95778,233
8014086a-e69c-4f47-9b91-8bea7d339e8e,1683745811950,133262266093130020,89,582.444,291.611,StatisticalBarRenderer.java,415,10,,,,0.0,2.99353,299
74173729-f97f-43f5-88dc-920910a81aa2,1683745811950,133262266085131235,90,562.75,288.464,StatisticalBarRenderer.java,415,9,,,,0.0,2.82406,225
4602df6d-01be-45e3-94c8-078fba7127fe,1683745811950,133262266081804026,91,753.771,301.086,StatisticalBarRenderer.java,416,36,,,,0.0,2.83416,300
54f5eaa2-8698-4d28-92fe-fd12a64c1582,1683745811950,133262266067461866,92,580.287,270.089,StatisticalBarRenderer.java,416,12,,,,0.0,2.88395,1399
8551c9d6-9189-4fda-bdd1-95fdf3c46ef6,1683745811950,133262266066050692,93,565.25,409.125,StatisticalBarRenderer.java,417,9,,,,0.0,2.81818,92
ad7007c4-eb4a-4998-af28-ba38d2003287,1683745811950,133262266040631440,94,583.096,388.763,StatisticalBarRenderer.java,414,18,,,,0.0,2.77396,2523
980e3ad2-896f-4367-8343-76a2665a2725,1683745811950,133262266030701226,95,558.25,294.667,StatisticalBarRenderer.java,269,8,,,,0.0,2.81404,975
1ebffbc5-4fba-46cc-aad9-fd0b436aa714,1683745811950,133262266027035305,96,641.667,287.889,StatisticalBarRenderer.java,268,19,,,,0.0,3.17482,352
3bb190ea-239a-4ab7-84f6-cd6b5601710c,1683745811950,133262266017294516,97,626.182,308.909,StatisticalBarRenderer.java,269,17,,,,0.0,2.73384,100
ede22d38-7fbf-4f4e-ba7c-86cff60ee5c2,1683745811950,133262265995873891,98,571.867,304.6,StatisticalBarRenderer.java,268,8,,,,0.0,2.76401,2117
5c587b74-1a8a-46d6-8499-3a82336ff008,1683745811950,133262265993628830,99,849.583,260.917,StatisticalBarRenderer.java,266,49,,,,0.0,2.8024,191
3b454dba-de3f-42d2-8ccd-f9c9d110aca4,1683745811950,133262265991547634,100,683.75,260.375,StatisticalBarRenderer.java,266,26,,,,0.0,2.82478,192
74dd07f3-824f-4e57-bc90-94590147dd81,1683745811950,133262265980630422,101,575.897,221.778,StatisticalBarRenderer.java,265,9,,,,0.0,2.93537,1075
d2c19d4e-d756-4c61-86a0-5ab81d540071,1683745811950,133262265976277138,102,656.882,136.353,StatisticalBarRenderer.java,270,22,,,,0.0,2.97576,393
985130cc-49e6-441d-ac34-19a20322ee71,1683745811950,133262265952295156,103,635.824,184.686,StatisticalBarRenderer.java,343,17,,,,0.0,2.9284,2350
45336c0e-3305-4408-be71-0c03d06c0a3a,1683745811950,133262265939627930,104,540.364,182.364,Bug-22.txt,53,7,,,,0.0,2.80528,540
a9c31f7b-2a80-4fb1-a692-f1723bca6ab9,1683745811950,133262265933877487,105,528.5,321.25,Bug-22.txt,63,6,,,,0.0,2.81788,559
14f4a7a0-57c0-4472-abd3-5da6de6dfa9b,1683745811950,133262265923712267,106,528.571,430.238,Bug-22.txt,70,7,,,,0.0,2.87719,967
