PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
110,T1,15,bug_total,0,1,1,177,109975,621.3276836158192
110,T1,15,bug_priority,1,1,1,0,0,NA
110,T1,15,bug_author,2,1,1,2,442,221.0
110,T1,15,bug_summary,3,1,1,23,30982,1347.0434782608695
110,T1,15,bug_patch_code,4,1,1,142,73325,516.3732394366198
110,T2,9,bug_total,0,0,0,188,163384,869.063829787234
110,T2,9,bug_priority,1,0,0,0,0,NA
110,T2,9,bug_author,2,0,0,35,12020,343.42857142857144
110,T2,9,bug_summary,3,0,0,73,35307,483.6575342465753
110,T2,9,bug_patch_code,4,0,0,78,114198,1464.076923076923
110,T3,8,bug_total,0,1,1,185,125987,681.0108108108108
110,T3,8,bug_priority,1,1,1,1,223,223.0
110,T3,8,bug_author,2,1,1,9,3424,380.44444444444446
110,T3,8,bug_summary,3,1,1,38,24389,641.8157894736842
110,T3,8,bug_patch_code,4,1,1,115,83916,729.704347826087
110,T4,2,bug_total,0,1,1,145,81351,561.0413793103448
110,T4,2,bug_priority,1,1,1,0,0,NA
110,T4,2,bug_author,2,1,1,22,8030,365.0
110,T4,2,bug_summary,3,1,1,32,19177,599.28125
110,T4,2,bug_patch_code,4,1,1,91,54144,594.989010989011
110,T5,24,bug_total,0,0,0,258,135602,525.5891472868217
110,T5,24,bug_priority,1,0,0,0,0,NA
110,T5,24,bug_author,2,0,0,24,12845,535.2083333333334
110,T5,24,bug_summary,3,0,0,23,14409,626.4782608695652
110,T5,24,bug_patch_code,4,0,0,169,87888,520.0473372781065
110,T6,17,bug_total,0,1,1,245,107766,439.8612244897959
110,T6,17,bug_priority,1,1,1,2,456,228.0
110,T6,17,bug_author,2,1,1,18,4994,277.44444444444446
110,T6,17,bug_summary,3,1,1,45,20166,448.1333333333333
110,T6,17,bug_patch_code,4,1,1,179,81933,457.7262569832402
