PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
113,T1,18,bug_total,0,1,1,221,103795,469.6606334841629
113,T1,18,bug_priority,1,1,1,5,1200,240.0
113,T1,18,bug_author,2,1,1,41,10509,256.3170731707317
113,T1,18,bug_summary,3,1,1,22,7264,330.1818181818182
113,T1,18,bug_patch_code,4,1,1,127,76256,600.4409448818898
113,T2,1,bug_total,0,1,1,152,51564,339.2368421052632
113,T2,1,bug_priority,1,1,1,3,1375,458.3333333333333
113,T2,1,bug_author,2,1,1,42,12727,303.0238095238095
113,T2,1,bug_summary,3,1,1,35,11549,329.9714285714286
113,T2,1,bug_patch_code,4,1,1,65,23619,363.3692307692308
113,T3,12,bug_total,0,0,0,112,32808,292.92857142857144
113,T3,12,bug_priority,1,0,0,2,965,482.5
113,T3,12,bug_author,2,0,0,28,7333,261.89285714285717
113,T3,12,bug_summary,3,0,0,17,4492,264.2352941176471
113,T3,12,bug_patch_code,4,0,0,21,6997,333.1904761904762
113,T4,24,bug_total,0,0,0,140,51781,369.8642857142857
113,T4,24,bug_priority,1,0,0,1,449,449.0
113,T4,24,bug_author,2,0,0,29,7900,272.41379310344826
113,T4,24,bug_summary,3,0,0,15,4582,305.46666666666664
113,T4,24,bug_patch_code,4,0,0,62,28114,453.4516129032258
113,T5,7,bug_total,0,1,1,122,45145,370.0409836065574
113,T5,7,bug_priority,1,1,1,2,1034,517.0
113,T5,7,bug_author,2,1,1,19,4050,213.1578947368421
113,T5,7,bug_summary,3,1,1,20,6951,347.55
113,T5,7,bug_patch_code,4,1,1,53,24270,457.92452830188677
113,T6,13,bug_total,0,1,1,152,51913,341.5328947368421
113,T6,13,bug_priority,1,1,1,1,1542,1542.0
113,T6,13,bug_author,2,1,1,33,11013,333.72727272727275
113,T6,13,bug_summary,3,1,1,19,6586,346.63157894736844
113,T6,13,bug_patch_code,4,1,1,91,29777,327.2197802197802
