PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
103,T1,4,bug_total,0,1,0,98,75062,765.9387755102041
103,T1,4,bug_priority,1,1,0,1,92,92.0
103,T1,4,bug_author,2,1,0,20,16181,809.05
103,T1,4,bug_summary,3,1,0,9,5198,577.5555555555555
103,T1,4,bug_patch_code,4,1,0,25,18454,738.16
103,T2,8,bug_total,0,1,0,182,173787,954.8736263736264
103,T2,8,bug_priority,1,1,0,1,1557,1557.0
103,T2,8,bug_author,2,1,0,24,49924,2080.1666666666665
103,T2,8,bug_summary,3,1,0,38,20214,531.9473684210526
103,T2,8,bug_patch_code,4,1,0,81,75988,938.1234567901234
103,T3,13,bug_total,0,1,0,170,156788,922.2823529411764
103,T3,13,bug_priority,1,1,0,2,883,441.5
103,T3,13,bug_author,2,1,0,30,33954,1131.8
103,T3,13,bug_summary,3,1,0,9,4012,445.77777777777777
103,T3,13,bug_patch_code,4,1,0,129,117939,914.2558139534884
103,T4,22,bug_total,0,0,0,149,126531,849.2013422818792
103,T4,22,bug_priority,1,0,0,3,2618,872.6666666666666
103,T4,22,bug_author,2,0,0,32,39968,1249.0
103,T4,22,bug_summary,3,0,0,44,23505,534.2045454545455
103,T4,22,bug_patch_code,4,0,0,67,57837,863.2388059701492
103,T5,17,bug_total,0,1,0,177,189421,1070.1751412429378
103,T5,17,bug_priority,1,1,0,4,4724,1181.0
103,T5,17,bug_author,2,1,0,34,55503,1632.4411764705883
103,T5,17,bug_summary,3,1,0,41,16502,402.4878048780488
103,T5,17,bug_patch_code,4,1,0,95,109957,1157.4421052631578
103,T6,12,bug_total,0,0,0,124,84568,682.0
103,T6,12,bug_priority,1,0,0,3,697,232.33333333333334
103,T6,12,bug_author,2,0,0,32,22747,710.84375
103,T6,12,bug_summary,3,0,0,17,6968,409.88235294117646
103,T6,12,bug_patch_code,4,0,0,43,24083,560.0697674418604
