PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
129,T1,16,bug_total,0,1,1,279,193332,692.9462365591398
129,T1,16,bug_priority,1,1,1,3,1014,338.0
129,T1,16,bug_author,2,1,1,18,9642,535.6666666666666
129,T1,16,bug_summary,3,1,1,39,23646,606.3076923076923
129,T1,16,bug_patch_code,4,1,1,188,143111,761.2287234042553
129,T2,21,bug_total,0,0,1,240,160683,669.5125
129,T2,21,bug_priority,1,0,1,0,0,NA
129,T2,21,bug_author,2,0,1,17,14920,877.6470588235294
129,T2,21,bug_summary,3,0,1,102,72366,709.4705882352941
129,T2,21,bug_patch_code,4,0,1,120,72362,603.0166666666667
129,T3,12,bug_total,0,0,0,275,214606,780.3854545454545
129,T3,12,bug_priority,1,0,0,1,280,280.0
129,T3,12,bug_author,2,0,0,20,11011,550.55
129,T3,12,bug_summary,3,0,0,69,37461,542.9130434782609
129,T3,12,bug_patch_code,4,0,0,46,33977,738.6304347826087
129,T4,3,bug_total,0,1,1,92,62315,677.3369565217391
129,T4,3,bug_priority,1,1,1,0,0,NA
129,T4,3,bug_author,2,1,1,27,16298,603.6296296296297
129,T4,3,bug_summary,3,1,1,9,9247,1027.4444444444443
129,T4,3,bug_patch_code,4,1,1,48,32530,677.7083333333334
129,T5,6,bug_total,0,1,1,244,174363,714.6024590163935
129,T5,6,bug_priority,1,1,1,4,1895,473.75
129,T5,6,bug_author,2,1,1,18,12682,704.5555555555555
129,T5,6,bug_summary,3,1,1,50,39492,789.84
129,T5,6,bug_patch_code,4,1,1,119,81384,683.8991596638656
129,T6,17,bug_total,0,1,0,187,112055,599.2245989304813
129,T6,17,bug_priority,1,1,0,0,0,NA
129,T6,17,bug_author,2,1,0,17,10388,611.0588235294117
129,T6,17,bug_summary,3,1,0,49,28428,580.1632653061224
129,T6,17,bug_patch_code,4,1,0,119,72680,610.7563025210084
