PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
109,T1,4,bug_total,0,1,1,198,77822,393.04040404040404
109,T1,4,bug_priority,1,1,1,0,0,NA
109,T1,4,bug_author,2,1,1,44,20346,462.40909090909093
109,T1,4,bug_summary,3,1,1,24,7019,292.4583333333333
109,T1,4,bug_patch_code,4,1,1,52,22965,441.63461538461536
109,T2,9,bug_total,0,0,0,140,75670,540.5
109,T2,9,bug_priority,1,0,0,2,615,307.5
109,T2,9,bug_author,2,0,0,28,9835,351.25
109,T2,9,bug_summary,3,0,0,44,24734,562.1363636363636
109,T2,9,bug_patch_code,4,0,0,59,36820,624.0677966101695
109,T3,21,bug_total,0,0,0,171,72373,423.233918128655
109,T3,21,bug_priority,1,0,0,1,235,235.0
109,T3,21,bug_author,2,0,0,24,13068,544.5
109,T3,21,bug_summary,3,0,0,33,11913,361.0
109,T3,21,bug_patch_code,4,0,0,111,46256,416.72072072072075
109,T4,14,bug_total,0,1,0,161,89604,556.5465838509317
109,T4,14,bug_priority,1,1,0,1,1359,1359.0
109,T4,14,bug_author,2,1,0,20,8905,445.25
109,T4,14,bug_summary,3,1,0,8,2571,321.375
109,T4,14,bug_patch_code,4,1,0,109,68539,628.7981651376147
109,T5,8,bug_total,0,1,1,164,76004,463.4390243902439
109,T5,8,bug_priority,1,1,1,1,109,109.0
109,T5,8,bug_author,2,1,1,10,4276,427.6
109,T5,8,bug_summary,3,1,1,48,17468,363.9166666666667
109,T5,8,bug_patch_code,4,1,1,84,44780,533.0952380952381
109,T6,19,bug_total,0,1,1,380,211141,555.6342105263158
109,T6,19,bug_priority,1,1,1,2,476,238.0
109,T6,19,bug_author,2,1,1,20,9380,469.0
109,T6,19,bug_summary,3,1,1,54,21458,397.3703703703704
109,T6,19,bug_patch_code,4,1,1,286,174249,609.2622377622378
