PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
119,T1,9,bug_total,0,0,0,153,161485,1055.4575163398692
119,T1,9,bug_priority,1,0,0,1,772,772.0
119,T1,9,bug_author,2,0,0,27,20143,746.0370370370371
119,T1,9,bug_summary,3,0,0,38,45230,1190.2631578947369
119,T1,9,bug_patch_code,4,0,0,81,92557,1142.679012345679
119,T2,1,bug_total,0,1,1,255,224297,879.5960784313726
119,T2,1,bug_priority,1,1,1,3,2856,952.0
119,T2,1,bug_author,2,1,1,68,45472,668.7058823529412
119,T2,1,bug_summary,3,1,1,90,77817,864.6333333333333
119,T2,1,bug_patch_code,4,1,1,88,89185,1013.4659090909091
119,T3,8,bug_total,0,1,1,195,194018,994.9641025641025
119,T3,8,bug_priority,1,1,1,0,0,NA
119,T3,8,bug_author,2,1,1,21,14459,688.5238095238095
119,T3,8,bug_summary,3,1,1,26,26506,1019.4615384615385
119,T3,8,bug_patch_code,4,1,1,124,131148,1057.6451612903227
119,T4,22,bug_total,0,0,0,278,226002,812.956834532374
119,T4,22,bug_priority,1,0,0,2,566,283.0
119,T4,22,bug_author,2,0,0,33,19424,588.6060606060606
119,T4,22,bug_summary,3,0,0,67,50419,752.5223880597015
119,T4,22,bug_patch_code,4,0,0,169,149044,881.9171597633136
119,T5,15,bug_total,0,1,0,156,148039,948.9679487179487
119,T5,15,bug_priority,1,1,0,0,0,NA
119,T5,15,bug_author,2,1,0,13,8988,691.3846153846154
119,T5,15,bug_summary,3,1,0,32,13246,413.9375
119,T5,15,bug_patch_code,4,1,0,89,112634,1265.5505617977528
119,T6,20,bug_total,0,1,1,247,200193,810.497975708502
119,T6,20,bug_priority,1,1,1,2,890,445.0
119,T6,20,bug_author,2,1,1,19,8735,459.7368421052632
119,T6,20,bug_summary,3,1,1,26,14432,555.0769230769231
119,T6,20,bug_patch_code,4,1,1,185,168197,909.172972972973
