PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
104,T1,23,bug_total,0,0,0,29,13909,479.62068965517244
104,T1,23,bug_priority,1,0,0,0,0,NA
104,T1,23,bug_author,2,0,0,8,2477,309.625
104,T1,23,bug_summary,3,0,0,1,467,467.0
104,T1,23,bug_patch_code,4,0,0,16,9849,615.5625
104,T2,2,bug_total,0,1,1,133,93875,705.827067669173
104,T2,2,bug_priority,1,1,1,2,856,428.0
104,T2,2,bug_author,2,1,1,31,24964,805.2903225806451
104,T2,2,bug_summary,3,1,1,35,23877,682.2
104,T2,2,bug_patch_code,4,1,1,50,35273,705.46
104,T3,14,bug_total,0,1,1,85,52945,622.8823529411765
104,T3,14,bug_priority,1,1,1,0,0,NA
104,T3,14,bug_author,2,1,1,14,8427,601.9285714285714
104,T3,14,bug_summary,3,1,1,6,3050,508.3333333333333
104,T3,14,bug_patch_code,4,1,1,49,29794,608.0408163265306
104,T4,7,bug_total,0,1,0,136,159951,1176.110294117647
104,T4,7,bug_priority,1,1,0,0,0,NA
104,T4,7,bug_author,2,1,0,15,9638,642.5333333333333
104,T4,7,bug_summary,3,1,0,23,79702,3465.304347826087
104,T4,7,bug_patch_code,4,1,0,79,57422,726.8607594936709
104,T5,19,bug_total,0,1,0,164,204020,1244.0243902439024
104,T5,19,bug_priority,1,1,0,0,0,NA
104,T5,19,bug_author,2,1,0,13,10000,769.2307692307693
104,T5,19,bug_summary,3,1,0,40,129101,3227.525
104,T5,19,bug_patch_code,4,1,0,96,52180,543.5416666666666
104,T6,10,bug_total,0,0,0,103,59017,572.9805825242719
104,T6,10,bug_priority,1,0,0,0,0,NA
104,T6,10,bug_author,2,0,0,30,11809,393.6333333333333
104,T6,10,bug_summary,3,0,0,38,21282,560.0526315789474
104,T6,10,bug_patch_code,4,0,0,31,24358,785.741935483871
