PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
120,T1,14,bug_total,0,1,1,192,111350,579.9479166666666
120,T1,14,bug_priority,1,1,1,0,0,NA
120,T1,14,bug_author,2,1,1,24,12626,526.0833333333334
120,T1,14,bug_summary,3,1,1,42,21786,518.7142857142857
120,T1,14,bug_patch_code,4,1,1,106,68876,649.7735849056604
120,T2,21,bug_total,0,0,0,270,171040,633.4814814814815
120,T2,21,bug_priority,1,0,0,0,0,NA
120,T2,21,bug_author,2,0,0,19,9974,524.9473684210526
120,T2,21,bug_summary,3,0,0,72,37245,517.2916666666666
120,T2,21,bug_patch_code,4,0,0,178,122780,689.7752808988764
120,T3,1,bug_total,0,1,1,70,34975,499.64285714285717
120,T3,1,bug_priority,1,1,1,0,0,NA
120,T3,1,bug_author,2,1,1,11,4913,446.6363636363636
120,T3,1,bug_summary,3,1,1,9,2093,232.55555555555554
120,T3,1,bug_patch_code,4,1,1,50,27969,559.38
120,T4,12,bug_total,0,0,1,185,99625,538.5135135135135
120,T4,12,bug_priority,1,0,1,3,1102,367.3333333333333
120,T4,12,bug_author,2,0,1,44,17569,399.29545454545456
120,T4,12,bug_summary,3,0,1,40,20029,500.725
120,T4,12,bug_patch_code,4,0,1,61,34199,560.639344262295
120,T5,20,bug_total,0,1,1,239,217303,909.2175732217573
120,T5,20,bug_priority,1,1,1,0,0,NA
120,T5,20,bug_author,2,1,1,5,3897,779.4
120,T5,20,bug_summary,3,1,1,12,7961,663.4166666666666
120,T5,20,bug_patch_code,4,1,1,218,202836,930.440366972477
120,T6,7,bug_total,0,1,1,75,52852,704.6933333333334
120,T6,7,bug_priority,1,1,1,1,257,257.0
120,T6,7,bug_author,2,1,1,11,5576,506.90909090909093
120,T6,7,bug_summary,3,1,1,8,11826,1478.25
120,T6,7,bug_patch_code,4,1,1,51,33788,662.5098039215686
