PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
114,T1,11,bug_total,0,0,0,387,195817,505.9870801033592
114,T1,11,bug_priority,1,0,0,3,1248,416.0
114,T1,11,bug_author,2,0,0,45,17676,392.8
114,T1,11,bug_summary,3,0,0,139,78613,565.5611510791367
114,T1,11,bug_patch_code,4,0,0,122,59556,488.1639344262295
114,T2,14,bug_total,0,1,1,417,218396,523.7314148681055
114,T2,14,bug_priority,1,1,1,3,1962,654.0
114,T2,14,bug_author,2,1,1,27,14058,520.6666666666666
114,T2,14,bug_summary,3,1,1,80,43521,544.0125
114,T2,14,bug_patch_code,4,1,1,235,112961,480.68510638297874
114,T3,3,bug_total,0,1,1,247,121382,491.4251012145749
114,T3,3,bug_priority,1,1,1,1,766,766.0
114,T3,3,bug_author,2,1,1,70,33652,480.74285714285713
114,T3,3,bug_summary,3,1,1,31,13769,444.16129032258067
114,T3,3,bug_patch_code,4,1,1,106,54352,512.7547169811321
114,T4,18,bug_total,0,1,1,377,196551,521.3554376657825
114,T4,18,bug_priority,1,1,1,2,247,123.5
114,T4,18,bug_author,2,1,1,14,7297,521.2142857142857
114,T4,18,bug_summary,3,1,1,43,23402,544.2325581395348
114,T4,18,bug_patch_code,4,1,1,295,151861,514.7830508474576
114,T5,22,bug_total,0,0,0,186,123524,664.1075268817204
114,T5,22,bug_priority,1,0,0,1,150,150.0
114,T5,22,bug_author,2,0,0,10,3312,331.2
114,T5,22,bug_summary,3,0,0,105,60821,579.2476190476191
114,T5,22,bug_patch_code,4,0,0,67,55697,831.2985074626865
114,T6,7,bug_total,0,1,1,275,163930,596.1090909090909
114,T6,7,bug_priority,1,1,1,2,869,434.5
114,T6,7,bug_author,2,1,1,16,6755,422.1875
114,T6,7,bug_summary,3,1,1,77,42005,545.5194805194806
114,T6,7,bug_patch_code,4,1,1,85,66506,782.4235294117647
