PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
126,T1,17,bug_total,0,1,1,397,372065,937.191435768262
126,T1,17,bug_priority,1,1,1,1,199,199.0
126,T1,17,bug_author,2,1,1,14,8636,616.8571428571429
126,T1,17,bug_summary,3,1,1,16,15156,947.25
126,T1,17,bug_patch_code,4,1,1,366,348074,951.0218579234972
126,T2,5,bug_total,0,1,1,168,143145,852.0535714285714
126,T2,5,bug_priority,1,1,1,2,327,163.5
126,T2,5,bug_author,2,1,1,23,10885,473.2608695652174
126,T2,5,bug_summary,3,1,1,36,31801,883.3611111111111
126,T2,5,bug_patch_code,4,1,1,102,97281,953.7352941176471
126,T3,24,bug_total,0,0,0,266,223360,839.6992481203008
126,T3,24,bug_priority,1,0,0,1,97,97.0
126,T3,24,bug_author,2,0,0,48,35419,737.8958333333334
126,T3,24,bug_summary,3,0,0,40,40686,1017.15
126,T3,24,bug_patch_code,4,0,0,166,140267,844.9819277108434
126,T4,12,bug_total,0,0,0,88,59140,672.0454545454545
126,T4,12,bug_priority,1,0,0,1,384,384.0
126,T4,12,bug_author,2,0,0,10,3332,333.2
126,T4,12,bug_summary,3,0,0,43,34374,799.3953488372093
126,T4,12,bug_patch_code,4,0,0,22,13980,635.4545454545455
126,T5,13,bug_total,0,1,1,205,150089,732.1414634146341
126,T5,13,bug_priority,1,1,1,0,0,NA
126,T5,13,bug_author,2,1,1,11,9403,854.8181818181819
126,T5,13,bug_summary,3,1,1,24,16198,674.9166666666666
126,T5,13,bug_patch_code,4,1,1,168,123181,733.2202380952381
126,T6,4,bug_total,0,1,1,141,94489,670.1347517730496
126,T6,4,bug_priority,1,1,1,0,0,NA
126,T6,4,bug_author,2,1,1,24,30334,1263.9166666666667
126,T6,4,bug_summary,3,1,1,24,10187,424.4583333333333
126,T6,4,bug_patch_code,4,1,1,62,38226,616.5483870967741
