PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
127,T1,2,bug_total,0,1,1,129,63437,491.7596899224806
127,T1,2,bug_priority,1,1,1,3,1569,523.0
127,T1,2,bug_author,2,1,1,20,10314,515.7
127,T1,2,bug_summary,3,1,1,26,20803,800.1153846153846
127,T1,2,bug_patch_code,4,1,1,71,29024,408.7887323943662
127,T2,21,bug_total,0,0,0,281,141340,502.98932384341634
127,T2,21,bug_priority,1,0,0,1,3225,3225.0
127,T2,21,bug_author,2,0,0,33,20615,624.6969696969697
127,T2,21,bug_summary,3,0,0,76,27604,363.2105263157895
127,T2,21,bug_patch_code,4,0,0,161,82125,510.09316770186336
127,T3,7,bug_total,0,1,1,186,110559,594.4032258064516
127,T3,7,bug_priority,1,1,1,7,3555,507.85714285714283
127,T3,7,bug_author,2,1,1,48,37364,778.4166666666666
127,T3,7,bug_summary,3,1,1,16,6655,415.9375
127,T3,7,bug_patch_code,4,1,1,102,56672,555.6078431372549
127,T4,9,bug_total,0,0,0,195,117268,601.374358974359
127,T4,9,bug_priority,1,0,0,5,2226,445.2
127,T4,9,bug_author,2,0,0,38,43672,1149.2631578947369
127,T4,9,bug_summary,3,0,0,69,34245,496.30434782608694
127,T4,9,bug_patch_code,4,0,0,80,35390,442.375
127,T5,14,bug_total,0,1,1,170,71913,423.0176470588235
127,T5,14,bug_priority,1,1,1,5,1809,361.8
127,T5,14,bug_author,2,1,1,31,17166,553.741935483871
127,T5,14,bug_summary,3,1,1,14,5990,427.85714285714283
127,T5,14,bug_patch_code,4,1,1,108,41187,381.3611111111111
127,T6,20,bug_total,0,1,1,135,68771,509.4148148148148
127,T6,20,bug_priority,1,1,1,3,1210,403.3333333333333
127,T6,20,bug_author,2,1,1,23,9505,413.2608695652174
127,T6,20,bug_summary,3,1,1,18,8420,467.77777777777777
127,T6,20,bug_patch_code,4,1,1,84,46652,555.3809523809524
