PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
123,T1,3,bug_total,0,1,0,265,109827,414.44150943396227
123,T1,3,bug_priority,1,1,0,3,625,208.33333333333334
123,T1,3,bug_author,2,1,0,33,11848,359.030303030303
123,T1,3,bug_summary,3,1,0,41,20409,497.780487804878
123,T1,3,bug_patch_code,4,1,0,166,67318,405.5301204819277
123,T2,14,bug_total,0,1,1,299,120606,403.3645484949833
123,T2,14,bug_priority,1,1,1,2,433,216.5
123,T2,14,bug_author,2,1,1,62,24196,390.258064516129
123,T2,14,bug_summary,3,1,1,57,21274,373.2280701754386
123,T2,14,bug_patch_code,4,1,1,137,56165,409.963503649635
123,T3,7,bug_total,0,1,1,163,104138,638.8834355828221
123,T3,7,bug_priority,1,1,1,1,140,140.0
123,T3,7,bug_author,2,1,1,19,7771,409.0
123,T3,7,bug_summary,3,1,1,44,18873,428.9318181818182
123,T3,7,bug_patch_code,4,1,1,71,58105,818.3802816901408
123,T4,10,bug_total,0,0,0,311,146721,471.7717041800643
123,T4,10,bug_priority,1,0,0,3,1951,650.3333333333334
123,T4,10,bug_author,2,0,0,43,14300,332.5581395348837
123,T4,10,bug_summary,3,0,0,178,68377,384.14044943820227
123,T4,10,bug_patch_code,4,0,0,71,52960,745.9154929577464
123,T5,24,bug_total,0,0,0,220,101496,461.3454545454546
123,T5,24,bug_priority,1,0,0,0,0,NA
123,T5,24,bug_author,2,0,0,33,11583,351.0
123,T5,24,bug_summary,3,0,0,40,15980,399.5
123,T5,24,bug_patch_code,4,0,0,83,44736,538.9879518072289
123,T6,17,bug_total,0,1,0,292,124038,424.78767123287673
123,T6,17,bug_priority,1,1,0,0,0,NA
123,T6,17,bug_author,2,1,0,17,4484,263.7647058823529
123,T6,17,bug_summary,3,1,0,68,29720,437.05882352941177
123,T6,17,bug_patch_code,4,1,0,206,89618,435.0388349514563
