PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
131,T1,2,bug_total,0,1,1,92,59007,641.3804347826087
131,T1,2,bug_priority,1,1,1,0,0,NA
131,T1,2,bug_author,2,1,1,29,21399,737.8965517241379
131,T1,2,bug_summary,3,1,1,24,9710,404.5833333333333
131,T1,2,bug_patch_code,4,1,1,32,19788,618.375
131,T2,17,bug_total,0,1,0,183,93572,511.3224043715847
131,T2,17,bug_priority,1,1,0,3,2123,707.6666666666666
131,T2,17,bug_author,2,1,0,16,4291,268.1875
131,T2,17,bug_summary,3,1,0,35,14170,404.85714285714283
131,T2,17,bug_patch_code,4,1,0,123,70201,570.739837398374
131,T3,16,bug_total,0,1,1,149,79467,533.3355704697987
131,T3,16,bug_priority,1,1,1,2,922,461.0
131,T3,16,bug_author,2,1,1,11,7239,658.0909090909091
131,T3,16,bug_summary,3,1,1,17,4447,261.5882352941176
131,T3,16,bug_patch_code,4,1,1,98,55841,569.8061224489796
131,T4,12,bug_total,0,0,0,164,80093,488.3719512195122
131,T4,12,bug_priority,1,0,0,1,562,562.0
131,T4,12,bug_author,2,0,0,23,7906,343.7391304347826
131,T4,12,bug_summary,3,0,0,37,15383,415.7567567567568
131,T4,12,bug_patch_code,4,0,0,46,22190,482.39130434782606
131,T5,5,bug_total,0,1,1,106,57820,545.4716981132076
131,T5,5,bug_priority,1,1,1,0,0,NA
131,T5,5,bug_author,2,1,1,18,5348,297.1111111111111
131,T5,5,bug_summary,3,1,1,40,20000,500.0
131,T5,5,bug_patch_code,4,1,1,46,30555,664.2391304347826
131,T6,23,bug_total,0,0,0,151,81075,536.9205298013245
131,T6,23,bug_priority,1,0,0,2,1175,587.5
131,T6,23,bug_author,2,0,0,34,14828,436.11764705882354
131,T6,23,bug_summary,3,0,0,4,4274,1068.5
131,T6,23,bug_patch_code,4,0,0,83,50563,609.1927710843373
