PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,TotalFixationTime,AvgFixationDuration
133,T1,21,bug_total,0,0,0,99,74921,756.7777777777778
133,T1,21,bug_priority,1,0,0,0,0,NA
133,T1,21,bug_author,2,0,0,2,457,228.5
133,T1,21,bug_summary,3,0,0,27,26803,992.7037037037037
133,T1,21,bug_patch_code,4,0,0,69,47478,688.0869565217391
133,T2,19,bug_total,0,1,1,141,87010,617.0921985815603
133,T2,19,bug_priority,1,1,1,0,0,NA
133,T2,19,bug_author,2,1,1,8,2939,367.375
133,T2,19,bug_summary,3,1,1,20,14544,727.2
133,T2,19,bug_patch_code,4,1,1,98,62002,632.6734693877551
133,T3,5,bug_total,0,1,1,121,81579,674.2066115702479
133,T3,5,bug_priority,1,1,1,0,0,NA
133,T3,5,bug_author,2,1,1,20,22415,1120.75
133,T3,5,bug_summary,3,1,1,24,12102,504.25
133,T3,5,bug_patch_code,4,1,1,72,43044,597.8333333333334
133,T4,12,bug_total,0,0,0,180,100044,555.8
133,T4,12,bug_priority,1,0,0,0,0,NA
133,T4,12,bug_author,2,0,0,53,31127,587.3018867924528
133,T4,12,bug_summary,3,0,0,23,9116,396.3478260869565
133,T4,12,bug_patch_code,4,0,0,62,38207,616.241935483871
133,T5,16,bug_total,0,1,0,61,55712,913.311475409836
133,T5,16,bug_priority,1,1,0,3,3211,1070.3333333333333
133,T5,16,bug_author,2,1,0,26,18494,711.3076923076923
133,T5,16,bug_summary,3,1,0,10,19384,1938.4
133,T5,16,bug_patch_code,4,1,0,12,9943,828.5833333333334
133,T6,2,bug_total,0,1,1,58,36732,633.3103448275862
133,T6,2,bug_priority,1,1,1,0,0,NA
133,T6,2,bug_author,2,1,1,23,19377,842.4782608695652
133,T6,2,bug_summary,3,1,1,4,1672,418.0
133,T6,2,bug_patch_code,4,1,1,29,15167,523.0
