PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
129,T1,16,Total,A0,1,1,575,1,394782,686.5773913043478,NA
129,T1,16,BugReport,A1,1,1,279,0.4852173913043478,193332,692.9462365591398,26009
129,T1,16,RelevantCodeClass,A2,1,1,214,0.37217391304347824,157406,735.5420560747664,23666
129,T1,16,RelevantCodeMethod,A3,1,1,61,0.10608695652173913,50935,835.0,39553
129,T1,16,RelevantTestClass,A4,1,1,82,0.1426086956521739,44044,537.1219512195122,1
129,T1,16,RelevantTestMethod,A5,1,1,6,0.010434782608695653,2439,406.5,6608
129,T1,16,Others,A6,1,1,0,0.0,0,NA,NA
129,T2,21,Total,A0,0,1,456,1,330169,724.0548245614035,NA
129,T2,21,BugReport,A1,0,1,240,0.5263157894736842,160683,669.5125,1
129,T2,21,RelevantCodeClass,A2,0,1,134,0.29385964912280704,127679,952.8283582089553,8252
129,T2,21,RelevantCodeMethod,A3,0,1,59,0.12938596491228072,43229,732.6949152542373,56820
129,T2,21,RelevantTestClass,A4,0,1,82,0.17982456140350878,41807,509.8414634146341,47551
129,T2,21,RelevantTestMethod,A5,0,1,0,0.0,0,NA,NA
129,T2,21,Others,A6,0,1,0,0.0,0,NA,NA
129,T3,12,Total,A0,0,0,576,1,382044,663.2708333333334,NA
129,T3,12,BugReport,A1,0,0,275,0.4774305555555556,214606,780.3854545454545,1
129,T3,12,RelevantCodeClass,A2,0,0,204,0.3541666666666667,121593,596.0441176470588,23872
129,T3,12,RelevantCodeMethod,A3,0,0,152,0.2638888888888889,91853,604.296052631579,23872
129,T3,12,RelevantTestClass,A4,0,0,97,0.1684027777777778,45845,472.62886597938143,23467
129,T3,12,RelevantTestMethod,A5,0,0,21,0.036458333333333336,9906,471.7142857142857,163722
129,T3,12,Others,A6,0,0,0,0.0,0,NA,NA
129,T4,3,Total,A0,1,1,435,1,328909,756.1126436781609,NA
129,T4,3,BugReport,A1,1,1,92,0.21149425287356322,62315,677.3369565217391,42912
129,T4,3,RelevantCodeClass,A2,1,1,189,0.43448275862068964,137897,729.6137566137567,1
129,T4,3,RelevantCodeMethod,A3,1,1,179,0.4114942528735632,134060,748.9385474860335,1
129,T4,3,RelevantTestClass,A4,1,1,82,0.18850574712643678,77982,951.0,103492
129,T4,3,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
129,T4,3,Others,A6,1,1,72,0.16551724137931034,50715,704.375,2433
129,T5,6,Total,A0,1,1,630,1,442033,701.6396825396826,NA
129,T5,6,BugReport,A1,1,1,244,0.3873015873015873,174363,714.6024590163935,1
129,T5,6,RelevantCodeClass,A2,1,1,344,0.546031746031746,247870,720.5523255813954,5774
129,T5,6,RelevantCodeMethod,A3,1,1,307,0.4873015873015873,229462,747.4332247557003,5774
129,T5,6,RelevantTestClass,A4,1,1,42,0.06666666666666667,19800,471.42857142857144,113839
129,T5,6,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
129,T5,6,Others,A6,1,1,0,0.0,0,NA,NA
129,T6,17,Total,A0,1,0,536,1,383433,715.3600746268656,NA
129,T6,17,BugReport,A1,1,0,187,0.34888059701492535,112055,599.2245989304813,5693
129,T6,17,RelevantCodeClass,A2,1,0,167,0.31156716417910446,167934,1005.5928143712575,10306
129,T6,17,RelevantCodeMethod,A3,1,0,102,0.19029850746268656,119457,1171.1470588235295,41766
129,T6,17,RelevantTestClass,A4,1,0,182,0.33955223880597013,103444,568.3736263736264,1
129,T6,17,RelevantTestMethod,A5,1,0,93,0.17350746268656717,60133,646.5913978494624,16442
129,T6,17,Others,A6,1,0,0,0.0,0,NA,NA
