PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
131,T1,2,Total,A0,1,1,236,1,133786,566.8898305084746,NA
131,T1,2,BugReport,A1,1,1,92,0.3898305084745763,59007,641.3804347826087,1
131,T1,2,RelevantCodeClass,A2,1,1,81,0.3432203389830508,51058,630.3456790123457,7185
131,T1,2,RelevantCodeMethod,A3,1,1,75,0.3177966101694915,48866,651.5466666666666,7185
131,T1,2,RelevantTestClass,A4,1,1,63,0.2669491525423729,23721,376.5238095238095,4613
131,T1,2,RelevantTestMethod,A5,1,1,1,0.00423728813559322,914,914.0,21450
131,T1,2,Others,A6,1,1,0,0.0,0,NA,NA
131,T2,17,Total,A0,1,0,387,1,243931,630.312661498708,NA
131,T2,17,BugReport,A1,1,0,183,0.4728682170542636,93572,511.3224043715847,22215
131,T2,17,RelevantCodeClass,A2,1,0,147,0.3798449612403101,124197,844.8775510204082,2786
131,T2,17,RelevantCodeMethod,A3,1,0,42,0.10852713178294573,24446,582.047619047619,4501
131,T2,17,RelevantTestClass,A4,1,0,57,0.14728682170542637,26162,458.9824561403509,1
131,T2,17,RelevantTestMethod,A5,1,0,0,0.0,0,NA,NA
131,T2,17,Others,A6,1,0,0,0.0,0,NA,NA
131,T3,16,Total,A0,1,1,377,1,208668,553.4960212201592,NA
131,T3,16,BugReport,A1,1,1,149,0.3952254641909814,79467,533.3355704697987,1
131,T3,16,RelevantCodeClass,A2,1,1,169,0.4482758620689655,97399,576.3254437869823,12727
131,T3,16,RelevantCodeMethod,A3,1,1,54,0.14323607427055704,32521,602.2407407407408,79617
131,T3,16,RelevantTestClass,A4,1,1,47,0.1246684350132626,25403,540.4893617021277,20953
131,T3,16,RelevantTestMethod,A5,1,1,9,0.023872679045092837,3279,364.3333333333333,40695
131,T3,16,Others,A6,1,1,12,0.03183023872679045,6399,533.25,6328
131,T4,12,Total,A0,0,0,273,1,131643,482.2087912087912,NA
131,T4,12,BugReport,A1,0,0,164,0.6007326007326007,80093,488.3719512195122,1
131,T4,12,RelevantCodeClass,A2,0,0,50,0.18315018315018314,30281,605.62,3939
131,T4,12,RelevantCodeMethod,A3,0,0,36,0.13186813186813187,26181,727.25,3939
131,T4,12,RelevantTestClass,A4,0,0,59,0.21611721611721613,21269,360.49152542372883,6005
131,T4,12,RelevantTestMethod,A5,0,0,7,0.02564102564102564,2145,306.42857142857144,47486
131,T4,12,Others,A6,0,0,0,0.0,0,NA,NA
131,T5,5,Total,A0,1,1,204,1,145767,714.5441176470588,NA
131,T5,5,BugReport,A1,1,1,106,0.5196078431372549,57820,545.4716981132076,1
131,T5,5,RelevantCodeClass,A2,1,1,81,0.39705882352941174,46990,580.1234567901234,4588
131,T5,5,RelevantCodeMethod,A3,1,1,64,0.3137254901960784,41084,641.9375,4588
131,T5,5,RelevantTestClass,A4,1,1,17,0.08333333333333333,40957,2409.235294117647,15631
131,T5,5,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
131,T5,5,Others,A6,1,1,0,0.0,0,NA,NA
131,T6,23,Total,A0,0,0,351,1,173608,494.6096866096866,NA
131,T6,23,BugReport,A1,0,0,151,0.4301994301994302,81075,536.9205298013245,1
131,T6,23,RelevantCodeClass,A2,0,0,158,0.45014245014245013,73137,462.89240506329116,1490
131,T6,23,RelevantCodeMethod,A3,0,0,99,0.28205128205128205,46722,471.93939393939394,5798
131,T6,23,RelevantTestClass,A4,0,0,42,0.11965811965811966,19396,461.8095238095238,7667
131,T6,23,RelevantTestMethod,A5,0,0,31,0.08831908831908832,14075,454.03225806451616,7667
131,T6,23,Others,A6,0,0,0,0.0,0,NA,NA
