PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
112,T1,15,Total,A0,1,0,99,1,218359,2205.6464646464647,NA
112,T1,15,BugReport,A1,1,0,15,0.15151515151515152,4427,295.1333333333333,1
112,T1,15,RelevantCodeClass,A2,1,0,2,0.020202020202020204,921,460.5,210988
112,T1,15,RelevantCodeMethod,A3,1,0,0,0.0,0,NA,NA
112,T1,15,RelevantTestClass,A4,1,0,76,0.7676767676767676,208203,2739.5131578947367,2307
112,T1,15,RelevantTestMethod,A5,1,0,18,0.18181818181818182,181993,10110.722222222223,2307
112,T1,15,Others,A6,1,0,6,0.06060606060606061,4808,801.3333333333334,27676
112,T2,23,Total,A0,0,0,14,1,4037,288.35714285714283,NA
112,T2,23,BugReport,A1,0,0,14,1.0,4037,288.35714285714283,1
112,T2,23,RelevantCodeClass,A2,0,0,0,0.0,0,NA,NA
112,T2,23,RelevantCodeMethod,A3,0,0,0,0.0,0,NA,NA
112,T2,23,RelevantTestClass,A4,0,0,0,0.0,0,NA,NA
112,T2,23,RelevantTestMethod,A5,0,0,0,0.0,0,NA,NA
112,T2,23,Others,A6,0,0,0,0.0,0,NA,NA
112,T3,18,Total,A0,1,0,569,1,410442,721.3391915641477,NA
112,T3,18,BugReport,A1,1,0,129,0.22671353251318102,79257,614.3953488372093,167835
112,T3,18,RelevantCodeClass,A2,1,0,264,0.46397188049209137,196713,745.125,81449
112,T3,18,RelevantCodeMethod,A3,1,0,79,0.13884007029876977,45721,578.746835443038,81449
112,T3,18,RelevantTestClass,A4,1,0,0,0.0,0,NA,NA
112,T3,18,RelevantTestMethod,A5,1,0,0,0.0,0,NA,NA
112,T3,18,Others,A6,1,0,176,0.3093145869947276,134472,764.0454545454545,1
112,T4,10,Total,A0,0,0,468,1,276880,591.6239316239316,NA
112,T4,10,BugReport,A1,0,0,96,0.20512820512820512,43876,457.0416666666667,79430
112,T4,10,RelevantCodeClass,A2,0,0,204,0.4358974358974359,134201,657.8480392156863,1
112,T4,10,RelevantCodeMethod,A3,0,0,192,0.41025641025641024,128899,671.3489583333334,1
112,T4,10,RelevantTestClass,A4,0,0,168,0.358974358974359,98803,588.1130952380952,24216
112,T4,10,RelevantTestMethod,A5,0,0,3,0.00641025641025641,1157,385.6666666666667,77982
112,T4,10,Others,A6,0,0,0,0.0,0,NA,NA
112,T5,3,Total,A0,1,1,110,1,88273,802.4818181818182,NA
112,T5,3,BugReport,A1,1,1,22,0.2,11772,535.0909090909091,32848
112,T5,3,RelevantCodeClass,A2,1,1,48,0.43636363636363634,45227,942.2291666666666,1
112,T5,3,RelevantCodeMethod,A3,1,1,48,0.43636363636363634,45227,942.2291666666666,1
112,T5,3,RelevantTestClass,A4,1,1,40,0.36363636363636365,31274,781.85,3732
112,T5,3,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
112,T5,3,Others,A6,1,1,0,0.0,0,NA,NA
112,T6,6,Total,A0,1,1,334,1,263190,787.9940119760479,NA
112,T6,6,BugReport,A1,1,1,88,0.2634730538922156,58394,663.5681818181819,31391
112,T6,6,RelevantCodeClass,A2,1,1,226,0.6766467065868264,198158,876.8053097345132,1
112,T6,6,RelevantCodeMethod,A3,1,1,214,0.6407185628742516,191697,895.7803738317757,1
112,T6,6,RelevantTestClass,A4,1,1,15,0.04491017964071856,4914,327.6,81895
112,T6,6,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
112,T6,6,Others,A6,1,1,5,0.014970059880239521,1724,344.8,247724
