PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
120,T1,14,Total,A0,1,1,434,1,276866,637.9400921658986,NA
120,T1,14,BugReport,A1,1,1,192,0.4423963133640553,111350,579.9479166666666,49938
120,T1,14,RelevantCodeClass,A2,1,1,202,0.46543778801843316,147426,729.8316831683169,8040
120,T1,14,RelevantCodeMethod,A3,1,1,27,0.06221198156682028,36658,1357.7037037037037,132507
120,T1,14,RelevantTestClass,A4,1,1,32,0.07373271889400922,14471,452.21875,1
120,T1,14,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
120,T1,14,Others,A6,1,1,8,0.018433179723502304,3619,452.375,38794
120,T2,21,Total,A0,0,0,606,1,518450,855.5280528052805,NA
120,T2,21,BugReport,A1,0,0,270,0.44554455445544555,171040,633.4814814814815,67906
120,T2,21,RelevantCodeClass,A2,0,0,158,0.2607260726072607,168106,1063.9620253164558,85327
120,T2,21,RelevantCodeMethod,A3,0,0,98,0.1617161716171617,100205,1022.5,119662
120,T2,21,RelevantTestClass,A4,0,0,178,0.29372937293729373,179304,1007.3258426966293,1
120,T2,21,RelevantTestMethod,A5,0,0,162,0.26732673267326734,171572,1059.0864197530864,4101
120,T2,21,Others,A6,0,0,0,0.0,0,NA,NA
120,T3,1,Total,A0,1,1,154,1,79690,517.4675324675325,NA
120,T3,1,BugReport,A1,1,1,70,0.45454545454545453,34975,499.64285714285717,11802
120,T3,1,RelevantCodeClass,A2,1,1,63,0.4090909090909091,37599,596.8095238095239,4772
120,T3,1,RelevantCodeMethod,A3,1,1,49,0.3181818181818182,30942,631.469387755102,4772
120,T3,1,RelevantTestClass,A4,1,1,21,0.13636363636363635,7116,338.85714285714283,1
120,T3,1,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
120,T3,1,Others,A6,1,1,0,0.0,0,NA,NA
120,T4,12,Total,A0,0,1,399,1,280764,703.6691729323309,NA
120,T4,12,BugReport,A1,0,1,185,0.46365914786967416,99625,538.5135135135135,18173
120,T4,12,RelevantCodeClass,A2,0,1,129,0.3233082706766917,105967,821.4496124031008,10366
120,T4,12,RelevantCodeMethod,A3,0,1,94,0.23558897243107768,85658,911.2553191489362,10366
120,T4,12,RelevantTestClass,A4,0,1,85,0.21303258145363407,75172,884.3764705882353,1
120,T4,12,RelevantTestMethod,A5,0,1,7,0.017543859649122806,1937,276.7142857142857,178992
120,T4,12,Others,A6,0,1,0,0.0,0,NA,NA
120,T5,20,Total,A0,1,1,655,1,589300,899.6946564885496,NA
120,T5,20,BugReport,A1,1,1,239,0.3648854961832061,217303,909.2175732217573,8451
120,T5,20,RelevantCodeClass,A2,1,1,404,0.616793893129771,366191,906.4133663366337,5474
120,T5,20,RelevantCodeMethod,A3,1,1,289,0.44122137404580153,299122,1035.0242214532873,40045
120,T5,20,RelevantTestClass,A4,1,1,12,0.0183206106870229,5806,483.8333333333333,1
120,T5,20,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
120,T5,20,Others,A6,1,1,0,0.0,0,NA,NA
120,T6,7,Total,A0,1,1,143,1,129506,905.6363636363636,NA
120,T6,7,BugReport,A1,1,1,75,0.5244755244755245,52852,704.6933333333334,11235
120,T6,7,RelevantCodeClass,A2,1,1,56,0.3916083916083916,70551,1259.8392857142858,6012
120,T6,7,RelevantCodeMethod,A3,1,1,49,0.34265734265734266,51765,1056.4285714285713,6012
120,T6,7,RelevantTestClass,A4,1,1,12,0.08391608391608392,6103,508.5833333333333,1
120,T6,7,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
120,T6,7,Others,A6,1,1,0,0.0,0,NA,NA
