PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
133,T1,21,Total,A0,0,0,512,1,311537,608.470703125,NA
133,T1,21,BugReport,A1,0,0,99,0.193359375,74921,756.7777777777778,154002
133,T1,21,RelevantCodeClass,A2,0,0,162,0.31640625,89795,554.2901234567901,100633
133,T1,21,RelevantCodeMethod,A3,0,0,102,0.19921875,57480,563.5294117647059,100633
133,T1,21,RelevantTestClass,A4,0,0,251,0.490234375,146821,584.9442231075698,1
133,T1,21,RelevantTestMethod,A5,0,0,233,0.455078125,140642,603.6137339055794,1
133,T1,21,Others,A6,0,0,0,0.0,0,NA,NA
133,T2,19,Total,A0,1,1,331,1,192602,581.8791540785498,NA
133,T2,19,BugReport,A1,1,1,141,0.4259818731117825,87010,617.0921985815603,11671
133,T2,19,RelevantCodeClass,A2,1,1,164,0.4954682779456193,98759,602.189024390244,1
133,T2,19,RelevantCodeMethod,A3,1,1,84,0.2537764350453172,59913,713.25,43491
133,T2,19,RelevantTestClass,A4,1,1,26,0.07854984894259819,6833,262.8076923076923,4838
133,T2,19,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
133,T2,19,Others,A6,1,1,0,0.0,0,NA,NA
133,T3,5,Total,A0,1,1,205,1,128201,625.3707317073171,NA
133,T3,5,BugReport,A1,1,1,121,0.5902439024390244,81579,674.2066115702479,4687
133,T3,5,RelevantCodeClass,A2,1,1,72,0.35121951219512193,42160,585.5555555555555,984
133,T3,5,RelevantCodeMethod,A3,1,1,57,0.2780487804878049,36703,643.9122807017544,984
133,T3,5,RelevantTestClass,A4,1,1,12,0.05853658536585366,4462,371.8333333333333,1
133,T3,5,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
133,T3,5,Others,A6,1,1,0,0.0,0,NA,NA
133,T4,12,Total,A0,0,0,361,1,223164,618.1828254847645,NA
133,T4,12,BugReport,A1,0,0,180,0.4986149584487535,100044,555.8,49658
133,T4,12,RelevantCodeClass,A2,0,0,79,0.2188365650969529,48301,611.4050632911392,1631
133,T4,12,RelevantCodeMethod,A3,0,0,68,0.1883656509695291,44602,655.9117647058823,1631
133,T4,12,RelevantTestClass,A4,0,0,102,0.28254847645429365,74819,733.5196078431372,1
133,T4,12,RelevantTestMethod,A5,0,0,1,0.002770083102493075,442,442.0,34135
133,T4,12,Others,A6,0,0,0,0.0,0,NA,NA
133,T5,16,Total,A0,1,0,413,1,253454,613.6900726392251,NA
133,T5,16,BugReport,A1,1,0,61,0.14769975786924938,55712,913.311475409836,91273
133,T5,16,RelevantCodeClass,A2,1,0,117,0.28329297820823246,54557,466.2991452991453,53259
133,T5,16,RelevantCodeMethod,A3,1,0,82,0.19854721549636803,41965,511.7682926829268,55593
133,T5,16,RelevantTestClass,A4,1,0,235,0.5690072639225182,143185,609.2978723404256,1
133,T5,16,RelevantTestMethod,A5,1,0,34,0.08232445520581114,19163,563.6176470588235,12129
133,T5,16,Others,A6,1,0,0,0.0,0,NA,NA
133,T6,2,Total,A0,1,1,90,1,56562,628.4666666666667,NA
133,T6,2,BugReport,A1,1,1,58,0.6444444444444445,36732,633.3103448275862,2667
133,T6,2,RelevantCodeClass,A2,1,1,27,0.3,18414,682.0,1
133,T6,2,RelevantCodeMethod,A3,1,1,26,0.28888888888888886,18266,702.5384615384615,1
133,T6,2,RelevantTestClass,A4,1,1,5,0.05555555555555555,1416,283.2,1251
133,T6,2,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
133,T6,2,Others,A6,1,1,0,0.0,0,NA,NA
