PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
135,T1,5,Total,A0,1,1,122,1,85269,698.9262295081967,NA
135,T1,5,BugReport,A1,1,1,73,0.5983606557377049,48003,657.5753424657535,1
135,T1,5,RelevantCodeClass,A2,1,1,45,0.36885245901639346,35037,778.6,11045
135,T1,5,RelevantCodeMethod,A3,1,1,34,0.2786885245901639,29798,876.4117647058823,15284
135,T1,5,RelevantTestClass,A4,1,1,4,0.03278688524590164,2229,557.25,5850
135,T1,5,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
135,T1,5,Others,A6,1,1,0,0.0,0,NA,NA
135,T2,1,Total,A0,1,1,187,1,93565,500.3475935828877,NA
135,T2,1,BugReport,A1,1,1,127,0.679144385026738,65723,517.503937007874,1
135,T2,1,RelevantCodeClass,A2,1,1,51,0.2727272727272727,24635,483.03921568627453,12989
135,T2,1,RelevantCodeMethod,A3,1,1,45,0.24064171122994651,23552,523.3777777777777,12989
135,T2,1,RelevantTestClass,A4,1,1,9,0.0481283422459893,3207,356.3333333333333,10712
135,T2,1,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
135,T2,1,Others,A6,1,1,0,0.0,0,NA,NA
135,T3,24,Total,A0,0,0,334,1,192282,575.6946107784431,NA
135,T3,24,BugReport,A1,0,0,182,0.5449101796407185,100965,554.7527472527472,5706
135,T3,24,RelevantCodeClass,A2,0,0,135,0.4041916167664671,81607,604.4962962962964,5121
135,T3,24,RelevantCodeMethod,A3,0,0,101,0.3023952095808383,56542,559.8217821782179,35649
135,T3,24,RelevantTestClass,A4,0,0,17,0.05089820359281437,9710,571.1764705882352,1
135,T3,24,RelevantTestMethod,A5,0,0,0,0.0,0,NA,NA
135,T3,24,Others,A6,0,0,0,0.0,0,NA,NA
135,T4,18,Total,A0,1,1,456,1,318530,698.530701754386,NA
135,T4,18,BugReport,A1,1,1,153,0.3355263157894737,93333,610.0196078431372,2079
135,T4,18,RelevantCodeClass,A2,1,1,298,0.6535087719298246,223119,748.7214765100671,11071
135,T4,18,RelevantCodeMethod,A3,1,1,53,0.1162280701754386,35039,661.1132075471698,214255
135,T4,18,RelevantTestClass,A4,1,1,5,0.010964912280701754,2078,415.6,1
135,T4,18,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
135,T4,18,Others,A6,1,1,0,0.0,0,NA,NA
135,T5,10,Total,A0,0,0,157,1,91027,579.7898089171974,NA
135,T5,10,BugReport,A1,0,0,131,0.8343949044585988,69102,527.4961832061068,2943
135,T5,10,RelevantCodeClass,A2,0,0,18,0.11464968152866242,18667,1037.0555555555557,1783
135,T5,10,RelevantCodeMethod,A3,0,0,17,0.10828025477707007,18275,1075.0,1783
135,T5,10,RelevantTestClass,A4,0,0,8,0.050955414012738856,3258,407.25,1
135,T5,10,RelevantTestMethod,A5,0,0,0,0.0,0,NA,NA
135,T5,10,Others,A6,0,0,0,0.0,0,NA,NA
135,T6,15,Total,A0,1,1,405,1,229252,566.0543209876544,NA
135,T6,15,BugReport,A1,1,1,165,0.4074074074074074,81703,495.169696969697,6353
135,T6,15,RelevantCodeClass,A2,1,1,234,0.5777777777777777,143435,612.9700854700855,1691
135,T6,15,RelevantCodeMethod,A3,1,1,91,0.22469135802469137,58093,638.3846153846154,1691
135,T6,15,RelevantTestClass,A4,1,1,6,0.014814814814814815,4114,685.6666666666666,1
135,T6,15,RelevantTestMethod,A5,1,1,1,0.0024691358024691358,323,323.0,1
135,T6,15,Others,A6,1,1,0,0.0,0,NA,NA
