PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
113,T1,18,Total,A0,1,1,383,1,200160,522.6109660574413,NA
113,T1,18,BugReport,A1,1,1,221,0.577023498694517,103795,469.6606334841629,1
113,T1,18,RelevantCodeClass,A2,1,1,152,0.3968668407310705,93662,616.1973684210526,6458
113,T1,18,RelevantCodeMethod,A3,1,1,62,0.1618798955613577,31430,506.93548387096774,55015
113,T1,18,RelevantTestClass,A4,1,1,10,0.02610966057441253,2703,270.3,5506
113,T1,18,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
113,T1,18,Others,A6,1,1,0,0.0,0,NA,NA
113,T2,1,Total,A0,1,1,391,1,151351,387.0869565217391,NA
113,T2,1,BugReport,A1,1,1,152,0.3887468030690537,51564,339.2368421052632,1
113,T2,1,RelevantCodeClass,A2,1,1,172,0.4398976982097187,72298,420.33720930232556,14677
113,T2,1,RelevantCodeMethod,A3,1,1,57,0.14578005115089515,24101,422.82456140350877,14677
113,T2,1,RelevantTestClass,A4,1,1,67,0.17135549872122763,27489,410.2835820895522,18034
113,T2,1,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
113,T2,1,Others,A6,1,1,0,0.0,0,NA,NA
113,T3,12,Total,A0,0,0,212,1,68698,324.04716981132077,NA
113,T3,12,BugReport,A1,0,0,112,0.5283018867924528,32808,292.92857142857144,1
113,T3,12,RelevantCodeClass,A2,0,0,33,0.15566037735849056,14848,449.93939393939394,5582
113,T3,12,RelevantCodeMethod,A3,0,0,31,0.14622641509433962,14407,464.741935483871,5582
113,T3,12,RelevantTestClass,A4,0,0,67,0.3160377358490566,21042,314.05970149253733,7286
113,T3,12,RelevantTestMethod,A5,0,0,14,0.0660377358490566,4022,287.2857142857143,7286
113,T3,12,Others,A6,0,0,0,0.0,0,NA,NA
113,T4,24,Total,A0,0,0,271,1,115362,425.690036900369,NA
113,T4,24,BugReport,A1,0,0,140,0.5166051660516605,51781,369.8642857142857,4819
113,T4,24,RelevantCodeClass,A2,0,0,96,0.35424354243542433,52630,548.2291666666666,1
113,T4,24,RelevantCodeMethod,A3,0,0,64,0.23616236162361623,34391,537.359375,1
113,T4,24,RelevantTestClass,A4,0,0,35,0.12915129151291513,10951,312.8857142857143,21652
113,T4,24,RelevantTestMethod,A5,0,0,29,0.1070110701107011,9010,310.6896551724138,21652
113,T4,24,Others,A6,0,0,0,0.0,0,NA,NA
113,T5,7,Total,A0,1,1,206,1,89494,434.43689320388347,NA
113,T5,7,BugReport,A1,1,1,122,0.5922330097087378,45145,370.0409836065574,1
113,T5,7,RelevantCodeClass,A2,1,1,36,0.17475728155339806,22762,632.2777777777778,6581
113,T5,7,RelevantCodeMethod,A3,1,1,35,0.16990291262135923,22530,643.7142857142857,6581
113,T5,7,RelevantTestClass,A4,1,1,48,0.23300970873786409,21587,449.7291666666667,2875
113,T5,7,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
113,T5,7,Others,A6,1,1,0,0.0,0,NA,NA
113,T6,13,Total,A0,1,1,228,1,79028,346.6140350877193,NA
113,T6,13,BugReport,A1,1,1,152,0.6666666666666666,51913,341.5328947368421,1
113,T6,13,RelevantCodeClass,A2,1,1,62,0.2719298245614035,23480,378.7096774193548,20942
113,T6,13,RelevantCodeMethod,A3,1,1,14,0.06140350877192982,5647,403.35714285714283,50225
113,T6,13,RelevantTestClass,A4,1,1,14,0.06140350877192982,3635,259.64285714285717,20385
113,T6,13,RelevantTestMethod,A5,1,1,3,0.013157894736842105,1251,417.0,20385
113,T6,13,Others,A6,1,1,0,0.0,0,NA,NA
