PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
124,T1,5,Total,A0,1,0,475,1,354401,746.1073684210527,NA
124,T1,5,BugReport,A1,1,0,297,0.6252631578947369,195498,658.2424242424242,1
124,T1,5,RelevantCodeClass,A2,1,0,172,0.36210526315789476,156827,911.7848837209302,8813
124,T1,5,RelevantCodeMethod,A3,1,0,118,0.24842105263157896,90066,763.271186440678,90976
124,T1,5,RelevantTestClass,A4,1,0,6,0.01263157894736842,2076,346.0,10651
124,T1,5,RelevantTestMethod,A5,1,0,0,0.0,0,NA,NA
124,T1,5,Others,A6,1,0,0,0.0,0,NA,NA
124,T2,15,Total,A0,1,1,579,1,350255,604.9309153713299,NA
124,T2,15,BugReport,A1,1,1,360,0.6217616580310881,225783,627.175,9524
124,T2,15,RelevantCodeClass,A2,1,1,150,0.25906735751295334,82066,547.1066666666667,1
124,T2,15,RelevantCodeMethod,A3,1,1,46,0.07944732297063903,29390,638.9130434782609,1
124,T2,15,RelevantTestClass,A4,1,1,69,0.11917098445595854,42406,614.5797101449275,70837
124,T2,15,RelevantTestMethod,A5,1,1,3,0.0051813471502590676,655,218.33333333333334,85658
124,T2,15,Others,A6,1,1,0,0.0,0,NA,NA
124,T3,2,Total,A0,1,1,695,1,429246,617.6201438848921,NA
124,T3,2,BugReport,A1,1,1,331,0.4762589928057554,171156,517.0876132930514,1
124,T3,2,RelevantCodeClass,A2,1,1,196,0.2820143884892086,112919,576.1173469387755,4191
124,T3,2,RelevantCodeMethod,A3,1,1,111,0.15971223021582734,71854,647.3333333333334,13835
124,T3,2,RelevantTestClass,A4,1,1,168,0.24172661870503598,145171,864.1130952380952,16108
124,T3,2,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
124,T3,2,Others,A6,1,1,0,0.0,0,NA,NA
124,T4,19,Total,A0,1,1,542,1,320270,590.9040590405904,NA
124,T4,19,BugReport,A1,1,1,268,0.4944649446494465,164284,613.0,7508
124,T4,19,RelevantCodeClass,A2,1,1,247,0.45571955719557194,146481,593.0404858299595,5853
124,T4,19,RelevantCodeMethod,A3,1,1,100,0.18450184501845018,62527,625.27,19408
124,T4,19,RelevantTestClass,A4,1,1,27,0.04981549815498155,9505,352.037037037037,1
124,T4,19,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
124,T4,19,Others,A6,1,1,0,0.0,0,NA,NA
124,T5,10,Total,A0,0,0,265,1,187988,709.388679245283,NA
124,T5,10,BugReport,A1,0,0,173,0.6528301886792452,109804,634.7052023121387,1
124,T5,10,RelevantCodeClass,A2,0,0,58,0.2188679245283019,66491,1146.396551724138,583
124,T5,10,RelevantCodeMethod,A3,0,0,45,0.16981132075471697,31879,708.4222222222222,583
124,T5,10,RelevantTestClass,A4,0,0,34,0.12830188679245283,11693,343.9117647058824,867
124,T5,10,RelevantTestMethod,A5,0,0,0,0.0,0,NA,NA
124,T5,10,Others,A6,0,0,0,0.0,0,NA,NA
124,T6,24,Total,A0,0,0,332,1,175777,529.4487951807229,NA
124,T6,24,BugReport,A1,0,0,210,0.6325301204819277,109800,522.8571428571429,1
124,T6,24,RelevantCodeClass,A2,0,0,88,0.26506024096385544,55196,627.2272727272727,10215
124,T6,24,RelevantCodeMethod,A3,0,0,36,0.10843373493975904,32107,891.8611111111111,53616
124,T6,24,RelevantTestClass,A4,0,0,34,0.10240963855421686,10781,317.0882352941176,11618
124,T6,24,RelevantTestMethod,A5,0,0,22,0.06626506024096386,6865,312.04545454545456,12127
124,T6,24,Others,A6,0,0,0,0.0,0,NA,NA
