PID,Task,bug_number,AOI,AOI_No,Accuracy_0_1,Accept_Y_N,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
127,T1,2,Total,A0,1,1,412,1,222031,538.9101941747573,NA
127,T1,2,BugReport,A1,1,1,129,0.3131067961165049,63437,491.7596899224806,34863
127,T1,2,RelevantCodeClass,A2,1,1,180,0.4368932038834951,94894,527.1888888888889,1
127,T1,2,RelevantCodeMethod,A3,1,1,158,0.38349514563106796,84729,536.2594936708861,1
127,T1,2,RelevantTestClass,A4,1,1,103,0.25,63700,618.4466019417475,36707
127,T1,2,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
127,T1,2,Others,A6,1,1,0,0.0,0,NA,NA
127,T2,21,Total,A0,0,0,533,1,247443,464.24577861163226,NA
127,T2,21,BugReport,A1,0,0,281,0.5272045028142589,141340,502.98932384341634,1
127,T2,21,RelevantCodeClass,A2,0,0,199,0.37335834896810505,81899,411.5527638190955,5297
127,T2,21,RelevantCodeMethod,A3,0,0,138,0.2589118198874296,53633,388.6449275362319,5297
127,T2,21,RelevantTestClass,A4,0,0,53,0.09943714821763602,24204,456.6792452830189,3819
127,T2,21,RelevantTestMethod,A5,0,0,34,0.06378986866791744,14153,416.2647058823529,3819
127,T2,21,Others,A6,0,0,0,0.0,0,NA,NA
127,T3,7,Total,A0,1,1,442,1,251769,569.6131221719457,NA
127,T3,7,BugReport,A1,1,1,186,0.42081447963800905,110559,594.4032258064516,5454
127,T3,7,RelevantCodeClass,A2,1,1,227,0.5135746606334841,123831,545.5110132158591,4828
127,T3,7,RelevantCodeMethod,A3,1,1,192,0.4343891402714932,111352,579.9583333333334,4828
127,T3,7,RelevantTestClass,A4,1,1,29,0.06561085972850679,17379,599.2758620689655,1
127,T3,7,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
127,T3,7,Others,A6,1,1,0,0.0,0,NA,NA
127,T4,9,Total,A0,0,0,323,1,169127,523.6130030959753,NA
127,T4,9,BugReport,A1,0,0,195,0.6037151702786377,117268,601.374358974359,4880
127,T4,9,RelevantCodeClass,A2,0,0,105,0.32507739938080493,43116,410.62857142857143,1428
127,T4,9,RelevantCodeMethod,A3,0,0,88,0.2724458204334365,39049,443.7386363636364,1659
127,T4,9,RelevantTestClass,A4,0,0,23,0.07120743034055728,8743,380.1304347826087,1
127,T4,9,RelevantTestMethod,A5,0,0,0,0.0,0,NA,NA
127,T4,9,Others,A6,0,0,0,0.0,0,NA,NA
127,T5,14,Total,A0,1,1,306,1,191589,626.1078431372549,NA
127,T5,14,BugReport,A1,1,1,170,0.5555555555555556,71913,423.0176470588235,3434
127,T5,14,RelevantCodeClass,A2,1,1,123,0.4019607843137255,70346,571.9186991869918,3259
127,T5,14,RelevantCodeMethod,A3,1,1,21,0.06862745098039216,12000,571.4285714285714,131054
127,T5,14,RelevantTestClass,A4,1,1,13,0.042483660130718956,49330,3794.6153846153848,1
127,T5,14,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
127,T5,14,Others,A6,1,1,0,0.0,0,NA,NA
127,T6,20,Total,A0,1,1,266,1,505436,1900.1353383458647,NA
127,T6,20,BugReport,A1,1,1,135,0.5075187969924813,68771,509.4148148148148,3024
127,T6,20,RelevantCodeClass,A2,1,1,120,0.45112781954887216,132062,1100.5166666666667,5158
127,T6,20,RelevantCodeMethod,A3,1,1,44,0.16541353383458646,38862,883.2272727272727,98067
127,T6,20,RelevantTestClass,A4,1,1,11,0.041353383458646614,304603,27691.18181818182,1
127,T6,20,RelevantTestMethod,A5,1,1,0,0.0,0,NA,NA
127,T6,20,Others,A6,1,1,0,0.0,0,NA,NA
