fixation_id,fixation_run_id,fixation_start_event_time,fixation_order_number,x,y,fixation_target,source_file_line,source_file_col,token,syntactic_category,xpath,left_pupil_diameter,right_pupil_diameter,duration
2d6e128b-cc4e-430e-8163-2c8ff7d15203,1684267671330,133270070624546493,1,715.778,98.8889,AbstractCategoryItemRenderer.java,1572,52,,,,0.0,3.82199,217
cc859bd6-692b-42f4-956b-849286b8eba8,1684267671330,133270070620634266,2,435.059,99.8824,AbstractCategoryItemRenderer.java,1572,11,,,,0.0,3.79252,341
6bdcad17-3f6d-4ea5-82e2-4b7e7789c5df,1684267671330,133270070614715598,3,536.821,288.615,AbstractCategoryItemRenderer.java,1585,27,,,,0.0,3.65076,567
7c73007c-d505-4737-8916-8a5498566ea9,1684267671330,133270070602381097,4,431.302,108.651,AbstractCategoryItemRenderer.java,1573,12,,,,0.0,3.83723,791
55f49996-01dc-41a0-b81b-a902444018bc,1684267671330,133270070594967744,5,506.4,104.6,AbstractCategoryItemRenderer.java,1572,22,,,,0.0,3.79966,233
f1cd2fcc-dd00-4e43-b32e-e7a08653477d,1684267671330,133270070584716985,6,617.262,420.893,AbstractCategoryItemRenderer.java,1593,38,,,,0.0,3.66395,691
a3bcb79e-22c5-448f-a026-a50bec916901,1684267671330,133270070555963056,7,489.618,264.441,AbstractCategoryItemRenderer.java,1583,22,,,,0.0,3.32274,941
735a0a11-5952-4eb3-9492-dbce9af278ad,1684267671330,133270070544793981,8,488.807,338.825,AbstractCategoryItemRenderer.java,1588,15,,,,0.0,3.42722,1101
078115c3-8c1e-42f2-ac5e-c6b65304ea05,1684267671330,133270070541535902,9,502,300.5,AbstractCategoryItemRenderer.java,1585,21,,,,0.0,3.30737,177
706384d9-b7b6-44a1-9f56-c1a197a03624,1684267671330,133270070538467660,10,540.118,295,AbstractCategoryItemRenderer.java,1585,27,,,,0.0,3.33982,251
70afab50-8f35-42e6-a350-a5cad7fe1792,1684267671330,133270070536467679,11,547.556,580.833,AbstractCategoryItemRenderer.java,1604,27,,,,0.0,3.45433,142
c54b4c31-6260-43ab-95bf-a0113a3c54cf,1684267671330,133270070534134186,12,453.72,606.92,AbstractCategoryItemRenderer.java,1606,14,,,,0.0,3.40354,208
2638713c-fb96-480d-b37c-cd82527b452e,1684267671330,133270070515469983,13,511.25,551.25,Bug-10.txt,60,26,,,,0.0,3.39945,265
68c96e6e-317f-46ad-8bf6-f126a0eda6c4,1684267671330,133270070509137811,14,450.685,539.463,Bug-10.txt,60,17,,,,0.0,3.2212,583
a71ebd9b-0f54-4577-b748-18efa355ee29,1684267671330,133270070505220231,15,346.792,566.208,Bug-10.txt,62,3,,,,0.0,3.28055,332
57c37b58-b242-4751-9b13-eb43efb65881,1684267671330,133270070488377258,16,670.231,529.615,Bug-10.txt,59,46,,,,0.0,3.41586,1024
8fc6bed3-36da-48c8-bf37-562028890a2b,1684267671330,133270070485215903,17,550,527.611,Bug-10.txt,59,32,,,,0.0,3.5904,292
8929f445-8f5e-4e2a-ad70-2a35ffc85187,1684267671330,133270070474047822,18,465.6,534.65,Bug-10.txt,59,19,,,,0.0,3.47887,1100
74e2a541-32bb-4217-af47-f46589235def,1684267671330,133270070469549214,19,437.18,574.16,Bug-10.txt,62,13,,,,0.0,3.31279,409
62a40b16-a3f4-443c-988c-1ad5613a5c05,1684267671330,133270070461467392,20,487.645,574.066,Bug-10.txt,62,17,,,,0.0,3.21649,792
310c17ae-ed63-49df-b7b0-e837d011448c,1684267671330,133270070457051084,21,433.265,225.735,Bug-10.txt,39,16,,,,0.0,3.07043,398
a2d1a9cf-abc9-40e6-a1cc-be57c625317f,1684267671330,133270070453633731,22,367.675,223.975,Bug-10.txt,39,6,,,,0.0,3.07436,323
