fixation_id,fixation_run_id,fixation_start_event_time,fixation_order_number,x,y,fixation_target,source_file_line,source_file_col,token,syntactic_category,xpath,left_pupil_diameter,right_pupil_diameter,duration
761fbcef-7f81-47d6-87ab-e379065ff221,1684428423018,133270750118065054,1,721.929,209.857,Bug-18.txt,8,55,,,,2.83297,3.15727,229
9fc26039-533e-4d63-80f5-ac3371ad44cb,1684428423018,133270750110315995,2,808.765,399.882,Bug-18.txt,21,68,,,,2.84996,3.02912,267
76753d7c-ae6e-4905-a1c2-6c5eb2790584,1684428423018,133270750108648689,3,771.8,210.4,Bug-18.txt,8,63,,,,2.84434,3.05197,131
c5ae7d94-2a62-4b27-b4cb-5617bc05f602,1684428423018,133270750106066624,4,746.727,280.273,Bug-18.txt,13,58,,,,2.90673,3.12226,182
ed2820f8-5bd5-4340-bbc7-9deb8e729022,1684428423018,133270750104232516,5,968.5,714,Bug-18.txt,42,90,,,,2.90137,3.06065,116
82435b28-b32a-4231-8a67-b2ad4d7d57b1,1684428423018,133270750101482670,6,931.75,659,Bug-18.txt,38,86,,,,2.87576,3.15186,199
2c6547f2-5bce-4ce2-8a5f-54e1fc7511e9,1684428423018,133270750092899379,7,716,209.875,Bug-18.txt,8,55,,,,2.89989,3.13545,125
241c6b5f-0bb2-4efa-9057-37bfbf3c7047,1684428423018,133270750087234638,8,581.5,537,Bug-18.txt,30,31,,,,2.98483,3.18504,150
4363459b-115f-4dc8-88dc-16f30ab2ed8b,1684428423018,133270750081486285,9,442.542,528.917,Bug-18.txt,29,14,,,,2.9588,3.13043,375
fa1fd0fc-b90b-46cd-9d57-1b75808eb3b9,1684428423018,133270750075983356,10,530.545,478.727,Bug-18.txt,26,25,,,,2.8448,3.06998,124
e1960f07-d513-42bf-90c7-76dc69c754c3,1684428423018,133270750072899890,11,776,539.467,Bug-18.txt,30,59,,,,2.90377,3.07606,183
d3c5ee24-4e75-436e-932b-646d52ca76d2,1684428423018,133270750069817638,12,707.737,388.211,Bug-18.txt,19,53,,,,2.95697,3.09229,267
9c5d743b-a7c7-46c0-9339-401b06d4e4ad,1684428423018,133270750066978953,13,568.938,392.563,Bug-18.txt,21,33,,,,2.93739,3.07507,251
033b112d-1dda-413f-9d4c-a9feab7f5cdc,1684428423018,133270750064900404,14,764,211.8,Bug-18.txt,8,61,,,,2.9282,3.03081,108
fade1f7d-88d5-4664-bb79-cf9f0752fa0c,1684428423018,133270750060061381,15,357.65,373.2,Bug-18.txt,19,3,,,,2.79307,2.91278,292
b6b1a1f9-2df0-4b48-a562-05be359e9b6d,1684428423018,133270750057895598,16,397.167,471.333,Bug-18.txt,25,8,,,,2.78412,2.92047,193
168e9a31-2c3a-4efa-959a-8812221833c2,1684428423018,133270750054900884,17,754.5,634.714,Bug-18.txt,36,59,,,,2.93862,3.02177,221
1df6929f-cfa2-4a93-8624-105c4742bb98,1684428423018,133270750051307944,18,824.8,401.7,Bug-18.txt,21,70,,,,2.04275,3.12634,335
e37082da-1c9b-49de-893c-8e16239b653e,1684428423018,133270750027645205,19,678.5,280.5,Bug-18.txt,13,49,,,,2.7565,3.14028,284
bfb85f8e-83ce-4842-88d9-b2f5e1f8de49,1684428423018,133270750025150351,20,345.333,105.667,Bug-18.txt,1,1,,,,2.97469,3.2267,91
d2311971-7a6c-4665-aa91-c083f58bfc21,1684428423018,133270750015984400,21,403,119.5,Bug-18.txt,2,10,,,,3.07225,3.24521,474
379a1875-c0f9-4f18-8d80-0ca8a6be1631,1684428423018,133270750011483353,22,398.6,268.2,Bug-18.txt,12,9,,,,3.04088,3.22544,150
4019e38d-dfb2-4c9c-9960-7c4f21fbd1ee,1684428423018,133270750009066994,23,360.333,162.667,Bug-18.txt,4,3,,,,2.96107,3.15384,208
74456715-719d-4138-8360-d85a9e25aadb,1684428423018,133270750007312393,24,414.467,133.067,Bug-18.txt,3,11,,,,2.91089,3.14447,126
f51c9057-f98f-4908-a527-0b3af7f16bd3,1684428423018,133270749988071889,25,361.81,476.952,Bug-18.txt,116,3,,,,2.79393,2.92159,248
05234db0-3fdc-436f-a233-5c97b6278cff,1684428423018,133270749981636586,26,525.909,276.591,Bug-18.txt,102,27,,,,2.94768,3.17661,176
207e9478-3e22-4b77-8e49-7c845d06a3e5,1684428423018,133270749920800818,27,483,332.333,DefaultBoxAndWhiskerCategoryDatasetTest.java,86,20,,,,2.58312,2.77317,419
8d56fee5-1773-47da-b2cb-70347d185048,1684428423018,133270749902485953,28,413.444,263.574,DefaultBoxAndWhiskerCategoryDatasetTest.java,82,10,,,,2.87614,3.09341,533
a0860f6c-11e5-40cc-bd54-f2961be7300f,1684428423018,133270749848320722,29,410.935,366.087,DefaultBoxAndWhiskerCategoryDataset.java,327,10,,,,2.82399,2.97705,432
d99cc17b-6b73-4c22-8f37-9ec031449b99,1684428423018,133270749840483109,30,376.31,337.452,DefaultBoxAndWhiskerCategoryDataset.java,325,5,,,,2.69435,2.81952,366
c9e3c056-6d0e-47b7-9977-3b068780fd95,1684428423018,133270749832571062,31,452.661,342.274,DefaultBoxAndWhiskerCategoryDataset.java,325,12,,,,2.636,2.778,775
24b555a6-7616-4294-85e0-7ead57fd02b3,1684428423018,133270749830653594,32,444.8,546.8,DefaultBoxAndWhiskerCategoryDataset.java,338,14,,,,2.57522,2.72126,150
55e879e8-b50a-4f28-945d-28fcfecb70be,1684428423018,133270749819302888,33,437.759,453.483,DefaultBoxAndWhiskerCategoryDataset.java,295,13,,,,2.67405,2.84109,1102
366830fe-c8bb-4ee4-a276-e78fbb5fd1fa,1684428423018,133270749815321705,34,457.161,292.032,DefaultBoxAndWhiskerCategoryDataset.java,266,19,,,,2.79263,2.97836,350
a70f2417-8b20-4239-912f-ce1107efcd81,1684428423018,133270749812066601,35,376.108,303.649,DefaultBoxAndWhiskerCategoryDataset.java,269,5,,,,2.83737,2.99326,309
401c1552-62ac-4fcb-83fd-3ee7e07baaad,1684428423018,133270749801073687,36,390.375,507,Bug-18.txt,119,11,,,,2.77365,2.88218,374
3aa42a1c-98f2-4d75-b242-3307b66d684d,1684428423018,133270749788156175,37,400.829,653.457,Bug-18.txt,129,8,,,,2.75533,2.95432,1257
d34131e7-322f-4691-a22e-f3894e8cc388,1684428423018,133270749774657863,38,396.846,507.154,Bug-18.txt,117,5,,,,2.66599,2.77981,625
b4262145-8f48-4eba-9f4b-d60cc744fe07,1684428423018,133270749771738894,39,360.095,603.952,Bug-18.txt,125,5,,,,2.62143,2.73409,200
8746104d-56cd-43d8-9c54-cfb477ae9e7d,1684428423018,133270749767068114,40,378,638.5,Bug-18.txt,127,5,,,,2.63689,2.79963,425
ae552c62-fc84-416e-b958-8db9c8158162,1684428423018,133270749762988150,41,408.5,638.8,Bug-18.txt,127,10,,,,2.65851,2.84936,315
591bad4d-901b-4a61-8a4e-3f62903fe929,1684428423018,133270749755323380,42,373,525.574,Bug-18.txt,119,5,,,,2.72456,2.86502,482
2b9f8027-23d0-4103-a600-362a89696abd,1684428423018,133270749753406494,43,403.5,298.05,Bug-18.txt,104,10,,,,2.79148,2.9644,167
bca9b244-0b11-4961-a332-e6d39c1aa721,1684428423018,133270749742485411,44,443.45,266.2,DefaultBoxAndWhiskerCategoryDataset.java,266,14,,,,2.75709,2.92508,383
2348cb76-98af-4e6d-b1e9-b7fb8b1e5f94,1684428423018,133270749734074458,45,385.728,272.87,DefaultBoxAndWhiskerCategoryDataset.java,265,5,,,,2.88728,3.03805,825
6aa7e275-4199-4363-9291-18a2508cf2e6,1684428423018,133270749732573226,46,456.364,256.545,DefaultBoxAndWhiskerCategoryDataset.java,264,16,,,,2.78683,2.97845,133
8448735a-a663-48c4-83e0-fd7ec6bb1b5f,1684428423018,133270749721407317,47,405.641,277.897,DefaultBoxAndWhiskerCategoryDataset.java,266,13,,,,2.59353,2.78718,1057
67a2bfbf-4abb-4703-a8ee-c10d0a4f7f42,1684428423018,133270749716240878,48,430.031,293.125,DefaultBoxAndWhiskerCategoryDataset.java,268,12,,,,2.6599,2.79712,490
8c30cb88-7a89-4e4f-b0fa-08e5ce7fd0aa,1684428423018,133270749713657386,49,561,284.8,DefaultBoxAndWhiskerCategoryDataset.java,268,32,,,,2.71724,2.81113,175
b9fbdd54-f78b-4e96-9425-b739d34f911a,1684428423018,133270749706558885,50,471.692,258.846,DefaultBoxAndWhiskerCategoryDataset.java,266,19,,,,2.69786,2.81973,260
676dcf3a-719e-44c0-b395-af05016584ac,1684428423018,133270749697407823,51,480.34,287.191,DefaultBoxAndWhiskerCategoryDataset.java,266,14,,,,2.7573,2.8652,641
37def304-157f-4b36-9da5-234ffd62ef00,1684428423018,133270749694551143,52,413.75,307.65,DefaultBoxAndWhiskerCategoryDataset.java,268,10,,,,2.846,2.98538,244
